,Course,Pr1,Pr2,Pr3,Pr4,Pr5,Oapr,Course_Label
1322,BS CE,95.51,96.76,96.28,99.47,79.78,98.43,15
1323,BS CE,89.71,54.75,59.25,97.95,91.68,90.6,15
1324,BS CE,93.41,90.94,99.43,99.75,95.65,99.04,15
1325,BS CE,95.51,96.76,94.84,97.95,97.87,98.18,15
1326,BS CE,83.47,35.7,44.12,53.82,95.65,75.16,15
1328,BS COE,88.66,77.12,91.97,94.54,63.1,91.08,17
1329,BS COE,83.47,77.12,59.25,63.45,72.9,79.72,17
1330,BS COE,68.5,92.88,72.66,96.87,91.68,88.22,17
1331,BS COE,86.35,54.75,72.66,53.82,72.9,78.81,17
1332,BS COE,70.75,77.12,93.41,53.82,72.9,79.72,17
1333,BS COE,84.91,92.88,91.97,70.61,53.29,87.64,17
1334,BS COE,83.47,71.99,85.06,84.63,53.29,84.19,17
1335,BS COE,52.9,66.85,85.06,70.61,72.9,70.3,17
1336,BS COE,87.6,77.12,51.68,24.91,43.49,75.16,17
1337,BS COE,76.83,94.82,51.68,75.28,91.68,84.19,17
1338,BS COE,91.83,87.4,91.97,93.38,33.69,91.56,17
1339,BS COE,96.95,61.11,99.14,97.95,98.81,98.31,17
1340,BS COE,92.71,98.7,94.84,98.29,83.75,97.27,17
1341,BS COE,83.47,54.75,80.93,75.28,72.9,81.43,17
1342,BS COE,83.47,77.12,96.28,89.31,83.75,90.6,17
1343,BS COE,63.53,54.75,51.68,63.45,63.1,63.6,17
1344,BS COE,72.78,42.05,59.25,44.18,87.72,69.19,17
1345,BS COE,95.51,77.12,93.41,89.31,72.9,93.85,17
1346,BS COE,61.05,71.99,72.66,92.22,79.78,76.98,17
1347,BS COE,82.02,90.94,89.19,95.71,79.78,91.08,17
1348,BS COE,83.47,87.4,89.19,53.82,63.1,84.19,17
1349,BS COE,94.11,96.76,91.97,92.22,95.65,96.35,17
1350,BS COE,94.81,87.4,98.58,99.75,97.87,98.94,17
1351,BS COE,63.53,77.12,66.81,75.28,53.29,71.42,17
1352,BS COE,92.71,90.94,72.66,75.28,53.29,88.7,17
1353,BS COE,91.83,94.82,94.84,92.22,91.68,95.73,17
1354,BS COE,99.42,94.82,99.98,99.85,99.28,99.92,17
1355,BS COE,88.66,71.99,85.06,97.95,83.75,92.9,17
1356,BS COE,66.01,61.11,80.93,98.29,72.9,83.5,17
1357,BS ECE,94.81,71.99,91.97,79.96,95.65,93.85,18
1358,BS ECE,72.78,42.05,72.66,89.31,91.68,78.81,18
1359,BS ECE,68.5,94.82,91.97,92.22,43.49,84.88,18
1360,BS ECE,92.71,71.99,94.84,93.38,79.78,93.53,18
1361,BS ECE,66.01,66.85,51.68,34.54,83.75,66.95,18
1362,BS ECE,82.02,90.94,72.66,84.63,95.65,88.7,18
1363,BS ECE,97.83,87.4,91.97,99.34,95.65,98.56,18
1364,BS ECE,90.77,82.26,96.28,70.61,97.87,93.53,18
1365,BS ECE,94.11,92.88,96.28,99.88,83.75,98.69,18
1366,BS ECE,72.78,48.4,44.12,24.91,83.75,64.72,18
1367,BS ECE,91.83,61.11,72.66,96.87,72.9,90.13,18
1368,BS ECE,78.85,87.4,93.41,94.54,79.78,90.13,18
1369,BS ECE,76.83,87.4,80.93,70.61,63.1,81.43,18
1370,BS ECE,68.5,71.99,91.97,79.96,87.72,82.81,18
1371,BS ECE,86.35,87.4,59.25,44.18,91.68,84.19,18
1372,BS ECE,92.71,66.85,93.41,97.62,87.72,94.79,18
1373,BS ECE,94.81,90.94,97.72,97.62,98.81,98.05,18
1374,BS ECE,68.5,90.94,29.96,70.61,79.78,73.34,18
1375,BS ECE,89.71,87.4,85.06,84.63,79.78,90.6,18
1376,BS ECE,93.41,71.99,44.12,63.45,91.68,86.95,18
1377,BS ECE,90.77,94.82,72.66,93.38,72.9,92.03,18
1378,BS ECE,95.51,77.12,94.84,34.54,83.75,92.03,18
1379,BS ECE,89.71,94.82,89.19,98.63,87.72,96.17,18
1381,BS EE,70.75,54.75,80.93,53.82,53.29,70.3,19
1382,BS EE,58.56,66.85,85.06,24.91,20.6,60.09,19
1383,BS EE,98.65,87.4,96.28,84.63,91.68,97.46,19
1384,BS EE,87.6,92.88,51.68,53.82,79.78,84.19,19
1385,BS EE,31.88,66.85,93.41,53.82,83.75,65.83,19
1386,BS EE,68.5,98.7,66.81,53.82,83.75,80.63,19
1387,BS EE,98.9,96.76,99.87,99.98,95.65,99.89,19
1388,BS EE,89.71,77.12,91.97,53.82,72.9,87.64,19
1389,BS EE,96.08,90.94,80.93,97.62,63.1,95.42,19
1391,BS EE,55.84,92.88,76.79,44.18,20.6,65.83,19
1392,BS EE,61.05,77.12,91.97,98.29,72.9,86.26,19
1393,BS EE,92.71,92.88,96.28,93.38,87.72,95.98,19
1394,BS EE,88.66,42.05,29.96,18.16,43.49,65.83,19
1395,BS EE,66.01,42.05,51.68,24.91,97.87,65.83,19
1396,BS EE,74.8,71.99,76.79,93.38,79.78,83.5,19
1398,BS EE,44.05,61.11,80.93,79.96,72.9,66.95,19
1399,BS EE,97.39,77.12,98.58,99.61,87.72,98.81,19
1400,BS EE,96.95,90.94,76.79,98.29,97.87,97.46,19
1401,BS EE,98.17,94.82,98.58,99.34,87.72,99.23,19
1403,BS EE,61.05,30.03,44.12,53.82,95.65,62.48,19
1404,BS EE,47.0,71.99,89.19,75.28,91.68,75.16,19
1405,BS EE,90.77,87.4,97.72,99.85,83.75,97.92,19
1406,BS EE,92.71,82.26,94.84,98.63,91.68,96.72,19
1407,BS EE,88.66,82.26,93.41,84.63,97.87,93.22,19
1408,BS EE,90.77,61.11,59.25,44.18,98.34,85.57,19
1409,BS EE,76.83,94.82,96.28,18.16,79.78,84.88,19
1410,BS EE,80.58,48.4,51.68,75.28,63.1,73.34,19
1411,BS EE,78.85,82.26,76.79,95.71,83.75,88.22,19
1412,BS EE,89.71,92.88,96.28,94.54,98.34,96.35,19
1413,BS EE,89.71,77.12,93.41,89.31,53.29,90.13,19
1414,BS EE,90.77,71.99,91.97,84.63,63.1,89.65,19
1415,BS EE,90.77,90.94,29.96,63.45,26.06,79.72,19
1416,BS EE,70.75,77.12,85.06,93.38,72.9,83.5,19
1419,BS EE,94.11,87.4,76.79,44.18,53.29,87.64,19
1420,BS EE,87.6,87.4,85.06,92.22,95.65,92.51,19
1421,BS EE,96.95,87.4,96.28,99.75,95.65,99.04,19
1422,BS EE,83.47,77.12,85.06,96.87,53.29,88.7,19
1423,BS EE,76.83,54.75,89.19,84.63,87.72,83.5,19
1424,BS EE,90.77,61.11,85.06,96.87,95.65,93.22,19
1425,BS EE,83.47,61.11,51.68,14.31,26.06,64.72,19
1426,BS EE,87.6,82.26,80.93,89.31,95.65,91.08,19
1427,BS EE,82.02,87.4,91.97,93.38,72.9,89.65,19
1429,BS EE,91.83,66.85,93.41,95.71,53.29,92.03,19
1431,BS ENE,61.05,71.99,59.25,89.31,79.78,74.25,20
1433,BS ENE,74.8,82.26,80.93,89.31,63.1,82.81,20
1434,BS ENE,84.91,87.4,89.19,63.45,98.34,90.13,20
1435,BS ENE,83.47,48.4,91.97,84.63,33.69,81.43,20
1436,BS ENE,86.35,71.99,59.25,92.22,72.9,84.88,20
1437,BS ENE,80.58,42.05,76.79,34.54,72.9,72.43,20
1438,BS ENE,86.35,94.82,91.97,93.38,53.29,91.56,20
1439,BS ENE,83.47,77.12,72.66,63.45,87.72,83.5,20
1440,BS ENE,74.8,77.12,80.93,44.18,87.72,79.72,20
1441,BS ENE,96.52,94.82,89.19,93.38,95.65,96.9,20
1442,BS ENE,84.91,82.26,76.79,34.54,91.68,84.19,20
1443,BS ENE,76.83,90.94,51.68,34.54,53.29,73.34,20
1444,BS ENE,89.71,66.85,80.93,79.96,63.1,86.26,20
1445,BS ENE,86.35,82.26,91.97,24.91,79.78,84.88,20
1446,BS ENE,96.52,99.7,89.19,94.54,97.87,97.8,20
1447,BS ENE,96.08,96.76,89.19,93.38,83.75,96.35,20
1448,BS ENE,63.53,54.75,66.81,44.18,79.78,65.83,20
1449,BS ENE,74.8,54.75,72.66,92.22,9.69,71.42,20
1450,BS ENE,93.41,71.99,72.66,34.54,91.68,87.64,20
1451,BS ENE,55.84,61.11,76.79,63.45,63.1,65.83,20
1452,BS ENE,93.41,82.26,72.66,53.82,53.29,86.26,20
1453,BS ENE,61.05,48.4,85.06,63.45,43.49,65.83,20
1454,BS ENE,89.71,71.99,72.66,18.16,79.78,81.43,20
1455,BS GE,68.5,92.88,85.06,63.45,72.9,80.63,22
1456,BS GE,80.58,61.11,44.12,96.87,63.1,81.43,22
1457,BS GE,84.91,94.82,89.19,70.61,63.1,88.22,22
1458,BS GE,92.71,90.94,72.66,70.61,83.75,90.13,22
1459,BS GE,66.01,71.99,72.66,97.95,83.75,84.19,22
1460,BS GE,94.11,66.85,13.15,44.18,63.1,77.9,22
1462,BS GE,87.6,54.75,76.79,24.91,79.78,78.81,22
1463,BS GE,61.05,35.7,85.06,79.96,72.9,70.3,22
1464,BS GE,83.47,61.11,80.93,95.71,83.75,88.22,22
1465,BS GE,66.01,30.03,85.06,24.91,53.29,61.37,22
1466,BS GE,61.05,71.99,59.25,94.54,72.9,76.07,22
1467,BS GE,97.39,94.82,93.41,97.62,91.68,98.05,22
1468,BS GE,94.81,82.26,94.84,99.83,95.65,98.43,22
1469,BS GE,83.47,92.88,80.93,79.96,97.87,90.6,22
1470,BS GE,95.51,94.82,72.66,89.31,87.72,94.48,22
1471,BS GE,80.58,61.11,76.79,75.28,43.49,76.98,22
1472,BS GE,86.35,66.85,96.28,97.95,97.87,94.79,22
1473,BS GE,94.81,66.85,89.19,98.29,91.68,95.98,22
1474,BS GE,47.0,54.75,85.06,92.22,72.9,71.42,22
1475,BS GE,84.91,77.12,94.84,89.31,91.68,91.56,22
1476,BS GE,61.05,66.85,66.81,34.54,63.1,63.6,22
1478,BS GE,66.01,61.11,76.79,75.28,72.9,73.34,22
1486,BS ME,97.39,96.76,89.19,70.61,83.75,95.73,25
1487,BS ME,84.91,94.82,85.06,89.31,53.29,89.17,25
1488,BS ME,47.0,54.75,72.66,75.28,72.9,63.6,25
1489,BS ME,88.66,77.12,85.06,63.45,72.9,86.26,25
1490,BS ME,84.91,96.76,91.97,97.62,63.1,93.53,25
1491,BS ME,63.53,77.12,72.66,63.45,72.9,72.43,25
1492,BS ME,86.35,92.88,91.97,79.96,87.72,91.56,25
1493,BS ME,82.02,66.85,51.68,18.16,83.75,73.34,25
1494,BS ME,80.58,42.05,89.19,75.28,83.75,81.43,25
1495,BS ME,80.58,82.26,80.93,98.29,91.68,92.03,25
1496,BS ME,76.83,77.12,96.28,92.22,79.78,88.7,25
1497,BS ME,82.02,96.76,85.06,97.95,97.87,94.79,25
1498,BS ME,89.71,42.05,66.81,63.45,72.9,79.72,25
1499,BS ME,76.83,61.11,91.97,95.71,97.87,89.65,25
1500,BS ME,97.39,82.26,93.41,99.34,95.65,98.43,25
1501,BS ME,96.08,99.7,97.72,84.63,91.68,97.46,25
1502,BS ME,74.8,87.4,91.97,95.71,79.78,89.17,25
1503,BS ME,91.83,92.88,98.86,99.2,83.75,97.8,25
1504,BS ME,96.08,90.94,94.84,99.34,99.28,98.94,25
1505,BS ME,55.84,54.75,36.55,75.28,87.72,64.72,25
1506,BS ME,93.41,94.82,99.14,98.29,91.68,98.18,25
1507,BS ME,86.35,66.85,98.86,95.71,63.1,92.51,25
1508,BS ME,98.17,71.99,94.84,70.61,79.78,94.79,25
1509,BS ME,96.95,87.4,85.06,94.54,98.34,96.9,25
1511,BS ME,66.01,77.12,91.97,93.38,79.78,84.19,25
1512,BS ME,97.39,92.88,76.79,84.63,87.72,95.42,25
1513,BS ME,94.11,90.94,99.71,95.71,53.29,96.72,25
1514,BS ME,86.35,66.85,51.68,75.28,95.65,84.19,25
1515,BS ME,97.83,87.4,98.58,97.95,97.87,98.69,25
1516,BS ME,78.85,87.4,94.84,89.31,79.78,89.17,25
1517,BS ME,72.78,87.4,89.19,84.63,79.78,84.88,25
1518,BS ME,96.08,90.94,85.06,94.54,79.78,95.42,25
1519,BS ME,63.53,87.4,76.79,98.29,95.65,88.7,25
1520,BS ME,68.5,66.85,80.93,34.54,83.75,73.34,25
1521,BS ME,72.78,77.12,29.96,89.31,79.78,76.07,25
1522,BS ME,61.05,30.03,59.25,70.61,72.9,61.37,25
1524,BS ME,96.52,98.7,91.97,99.2,95.65,98.69,25
1525,BS ME,31.88,48.4,72.66,92.22,63.1,60.09,25
1526,BS ME,97.39,90.94,94.84,97.62,91.68,97.92,25
1527,BS ME,92.71,94.82,72.66,70.61,91.68,92.03,25
1528,BS ME,34.94,66.85,96.28,92.22,33.69,70.3,25
1529,BS ME,86.35,77.12,85.06,75.28,95.65,89.17,25
1530,BS ME,96.08,99.77,99.14,95.71,95.65,98.81,25
1531,BS ME,76.83,94.82,97.72,79.96,53.29,88.7,25
1532,BS ME,93.41,71.99,96.28,79.96,63.1,92.03,25
1533,BS ME,90.77,54.75,72.66,75.28,95.65,87.64,25
1534,BS ME,90.77,87.4,80.93,89.31,87.72,92.03,25
1535,BS ME,66.01,87.4,51.68,79.96,87.72,77.9,25
1536,BS ME,68.5,54.75,51.68,93.38,72.9,74.25,25
1537,BS ME,82.02,48.4,66.81,92.22,83.75,82.12,25
1538,BS ME,78.85,71.99,94.84,89.31,98.34,90.6,25
1539,BS ME,74.8,71.99,66.81,53.82,33.69,70.3,25
1540,BS ME,66.01,92.88,96.28,79.96,79.78,86.26,25
1541,BS ME,72.78,54.75,66.81,97.95,72.9,82.12,25
1542,BS ME,74.8,71.99,76.79,93.38,83.75,84.19,25
1543,BS ME,78.85,42.05,85.06,70.61,79.78,77.9,25
1544,BS ME,83.47,96.76,66.81,97.62,91.68,92.9,25
1545,BS ME,91.83,94.82,89.19,94.54,98.34,96.17,25
1546,BS ME,89.71,82.26,72.66,79.96,26.06,84.19,25
1547,BS ME,80.58,71.99,94.84,94.54,79.78,89.65,25
1548,BS ME,88.66,77.12,98.58,95.71,91.68,95.1,25
1549,BS ME,55.84,61.11,85.06,75.28,91.68,75.16,25
1550,BS ME,96.08,96.76,89.19,98.29,97.87,98.05,25
1551,BS ME,99.74,96.76,98.58,97.95,97.87,99.68,25
1552,BS ME,74.8,42.05,80.93,84.63,53.29,75.16,25
1553,BS ME,66.01,87.4,76.79,18.16,72.9,71.42,25
1554,BS ME,87.6,82.26,51.68,95.71,91.68,90.13,25
1555,BS ME,78.85,48.4,85.06,53.82,91.68,79.72,25
1556,BS ME,96.95,96.76,93.41,94.54,79.78,97.09,25
1557,BS ME,58.56,42.05,44.12,63.45,87.72,62.48,25
1558,BS SE,97.39,96.76,93.41,93.38,87.72,97.46,28
1559,BS SE,74.8,92.88,66.81,84.63,53.29,81.43,28
1560,BS SE,84.91,66.85,85.06,93.38,63.1,86.95,28
1561,BS SE,72.78,94.82,66.81,84.63,87.72,84.88,28
1562,BS SE,84.91,61.11,91.97,89.31,53.29,85.57,28
1563,BS SE,97.83,87.4,89.19,92.22,83.75,96.17,28
1564,BS SE,92.71,71.99,80.93,18.16,72.9,84.19,28
1565,BS SE,63.53,90.94,99.14,84.63,87.72,89.17,28
1566,BS SE,84.91,94.82,85.06,93.38,26.06,88.7,28
1567,BS SE,49.95,48.4,51.68,63.45,87.72,61.37,28
1568,BS SE,88.66,82.26,93.41,53.82,33.69,85.57,28
1569,BS SE,82.02,92.88,89.19,92.22,72.9,89.65,28
1570,BS SE,87.6,77.12,97.72,89.31,95.65,93.53,28
1571,BS SE,68.5,61.11,76.79,93.38,53.29,76.98,28
1572,BS SE,96.08,90.94,76.79,98.29,95.65,96.9,28
1573,BS SE,96.95,77.12,96.28,93.38,53.29,95.42,28
1574,BS SE,96.08,61.11,72.66,63.45,79.78,88.7,28
1575,BS SE,90.77,94.82,85.06,92.22,79.78,93.22,28
1576,BS SE,92.71,77.12,85.06,92.22,83.75,92.51,28
1577,BS SE,88.66,71.99,59.25,75.28,33.69,80.63,28
1578,BS SE,68.5,77.12,85.06,63.45,63.1,76.07,28
1579,BS SE,83.47,71.99,72.66,70.61,33.69,77.9,28
1580,BS SE,93.41,87.4,76.79,89.31,87.72,92.9,28
1581,BS SE,90.77,94.82,72.66,89.31,87.72,92.51,28
1582,BS SE,88.66,77.12,85.06,93.38,72.9,90.13,28
1583,BS SE,94.81,90.94,98.58,92.22,79.78,96.17,28
1584,BS SE,89.71,98.7,93.41,89.31,91.68,95.1,28
1585,BS SE,94.81,92.88,97.72,92.22,63.1,95.73,28
1586,BSIE,66.01,66.85,51.68,63.45,43.49,64.72,35
1587,BSIE,99.32,92.88,89.19,79.96,91.68,97.46,35
1588,BSIE,86.35,92.88,76.79,70.61,33.69,84.19,35
1589,BSIE,87.6,96.76,80.93,79.96,87.72,91.56,35
1590,BSIE,55.84,30.03,51.68,94.54,53.29,63.6,35
1591,BSIE,88.66,66.85,91.97,84.63,95.65,91.08,35
1592,BSIE,78.85,77.12,93.41,63.45,83.75,84.88,35
1593,BSIE,82.02,61.11,91.97,75.28,79.78,84.19,35
1594,BSIE,63.53,35.7,59.25,92.22,72.9,69.19,35
1595,BSIE,74.8,87.4,18.75,53.82,43.49,66.95,35
1596,BSIE,63.53,77.12,72.66,95.71,79.78,81.43,35
1597,BSIE,72.78,71.99,44.12,95.71,83.75,81.43,35
1598,BSIE,58.56,87.4,72.66,70.61,79.78,74.25,35
1599,BSIE,55.84,25.06,66.81,70.61,97.87,65.83,35
1600,BSIE,92.71,20.09,98.86,93.38,95.65,93.22,35
1601,BSIE,80.58,30.03,66.81,18.16,63.1,64.72,35
1602,BSIE,87.6,42.05,59.25,44.18,63.1,74.25,35
1603,BSIE,80.58,66.85,76.79,95.71,53.29,84.19,35
1604,BSIE,66.01,87.4,59.25,79.96,43.49,73.34,35
1605,BSIE,88.66,96.76,76.79,84.63,53.29,89.65,35
1606,BSIE,80.58,15.12,51.68,75.28,72.9,68.07,35
1607,BSIE,47.0,92.88,80.93,89.31,63.1,76.07,35
1608,BSIE,86.35,82.26,59.25,34.54,26.06,75.16,35
1609,BSIE,99.32,87.4,97.72,53.82,83.75,96.9,35
1610,BSIE,72.78,82.26,44.12,70.61,79.78,75.16,35
1611,BSIE,86.35,82.26,85.06,18.16,53.29,80.63,35
1612,BSIE,66.01,82.26,76.79,79.96,79.78,78.81,35
1613,BSIE,82.02,48.4,89.19,79.96,83.75,83.5,35
1614,BPE,61.05,66.85,44.12,70.61,53.29,63.6,8
1615,BPE,70.75,77.12,59.25,53.82,53.29,70.3,8
1616,BPE,72.78,61.11,80.93,70.61,53.29,74.25,8
1617,BPE,61.05,61.11,51.68,53.82,72.9,63.6,8
1618,BPE,66.01,71.99,59.25,79.96,72.9,73.34,8
1619,BPE,70.75,66.85,24.36,44.18,53.29,61.37,8
1620,BPE,49.95,90.94,29.96,63.45,63.1,62.48,8
1621,BPE,68.5,61.11,36.55,44.18,53.29,61.37,8
1622,BPE,80.58,90.94,72.66,18.16,26.06,73.34,8
1623,BPE,72.78,71.99,44.12,18.16,53.29,63.6,8
1624,BPE,66.01,87.4,24.36,63.45,91.68,72.43,8
1625,BPE,44.05,77.12,66.81,89.31,79.78,70.3,8
1626,BPE,80.58,61.11,36.55,18.16,43.49,63.6,8
1628,BPE,86.35,87.4,66.81,79.96,43.49,83.5,8
1629,BPE,72.78,71.99,59.25,63.45,79.78,74.25,8
1630,BPE,82.02,54.75,85.06,70.61,33.69,76.98,8
1631,BPE,78.85,90.94,76.79,70.61,33.69,79.72,8
1632,BPE,63.53,54.75,72.66,44.18,33.69,61.37,8
1633,BPE,41.05,82.26,59.25,53.82,83.75,63.6,8
1634,BPE,41.05,87.4,72.66,94.54,87.72,76.98,8
1635,BPE,84.91,66.85,59.25,75.28,43.49,77.9,8
1636,BPE,76.83,94.82,59.25,53.82,91.68,82.81,8
1637,BPE,66.01,82.26,44.12,44.18,20.6,61.37,8
1639,BPE,84.91,82.26,66.81,44.18,87.72,82.81,8
1640,BPE,66.01,98.7,89.19,18.16,63.1,77.9,8
1642,BPE,55.84,61.11,72.66,63.45,53.29,63.6,8
1643,BPE,41.05,77.12,59.25,79.96,53.29,62.48,8
1644,BPE,47.0,35.7,72.66,79.96,63.1,60.09,8
1645,BPE,66.01,77.12,72.66,94.54,79.78,81.43,8
1646,BPE,49.95,61.11,96.28,79.96,79.78,76.07,8
1647,BPE,84.91,42.05,24.36,63.45,72.9,70.3,8
1648,BPE,82.02,48.4,80.93,63.45,63.1,76.98,8
1649,BPE,66.01,71.99,76.79,92.22,63.1,77.9,8
1650,BPE,55.84,61.11,89.19,75.28,26.06,66.95,8
1651,BPE,68.5,48.4,36.55,70.61,87.72,68.07,8
1652,BPE,66.01,25.06,66.81,92.22,72.9,69.19,8
1653,BPE,61.05,77.12,36.55,89.31,26.06,65.83,8
1654,BPE,49.95,25.06,72.66,44.18,97.87,61.37,8
1655,BPE,68.5,82.26,89.19,53.82,63.1,76.98,8
1656,BPE,70.75,54.75,80.93,70.61,72.9,74.25,8
1657,BPE,74.8,77.12,72.66,44.18,53.29,73.34,8
1658,BPE,70.75,54.75,72.66,24.91,33.69,62.48,8
1659,BPE,74.8,48.4,44.12,63.45,43.49,64.72,8
1660,BPE,76.83,77.12,51.68,53.82,72.9,74.25,8
1661,BPE,70.75,71.99,85.06,63.45,72.9,76.98,8
1662,BPE,76.83,66.85,44.12,44.18,26.06,64.72,8
1663,BPE,72.78,35.7,51.68,63.45,33.69,61.37,8
1664,BPE,28.82,87.4,36.55,94.54,33.69,60.09,8
1665,BPE,68.5,61.11,72.66,84.63,95.65,79.72,8
1666,BPE,52.9,71.99,59.25,24.91,79.78,61.37,8
1667,BPE,52.9,77.12,91.97,79.96,53.29,74.25,8
1668,BPE,70.75,82.26,80.93,84.63,63.1,80.63,8
1669,BPE,86.35,77.12,51.68,53.82,43.49,76.98,8
1670,BPE,58.56,54.75,72.66,75.28,87.72,71.42,8
1671,BPE,76.83,71.99,85.06,93.38,43.49,82.81,8
1672,BPE,76.83,77.12,66.81,34.54,1.06,62.48,8
1673,BPE,55.84,54.75,89.19,84.63,43.49,70.3,8
1674,BPE,72.78,77.12,29.96,63.45,26.06,64.72,8
1675,BPE,86.35,77.12,89.19,84.63,53.29,86.95,8
1676,BPE,28.82,82.26,66.81,63.45,87.72,62.48,8
1677,BPE,52.9,42.05,76.79,75.28,87.72,68.07,8
1678,BPE,91.83,61.11,98.86,24.91,83.75,89.65,8
1680,BPE,61.05,66.85,80.93,53.82,53.29,68.07,8
1681,BPE,66.01,54.75,94.84,63.45,63.1,75.16,8
1697,BPED,80.58,82.26,66.81,6.59,63.1,71.42,9
1704,BPED,80.58,77.12,36.55,18.16,33.69,65.83,9
1711,BPED,66.01,35.7,98.86,79.96,72.9,79.72,9
1712,BPED,84.91,96.76,89.19,18.16,87.72,87.64,9
1759,BS BIO,68.5,61.11,80.93,79.96,26.06,71.42,13
1760,BS BIO,90.77,82.26,76.79,75.28,79.78,88.7,13
1761,BS BIO,86.35,82.26,96.28,93.38,91.68,93.53,13
1762,BS BIO,94.11,77.12,89.19,84.63,63.1,91.56,13
1763,BS BIO,70.75,77.12,85.06,75.28,63.1,78.81,13
1765,BS BIO,78.85,61.11,44.12,70.61,79.78,74.25,13
1766,BS BIO,89.71,71.99,44.12,79.96,72.9,83.5,13
1767,BS BIO,58.56,87.4,80.93,63.45,43.49,71.42,13
1768,BS BIO,78.85,92.88,97.72,10.45,87.72,85.57,13
1769,BS BIO,92.71,96.76,97.72,63.45,95.65,95.42,13
1770,BS BIO,58.56,54.75,80.93,44.18,43.49,62.48,13
1771,BS BIO,80.58,87.4,80.93,94.54,63.1,87.64,13
1772,BS BIO,84.91,66.85,80.93,70.61,79.78,83.5,13
1773,BS BIO,72.78,82.26,59.25,79.96,63.1,76.98,13
1774,BS BIO,99.42,99.7,94.84,98.63,87.72,99.42,13
1775,BS BIO,90.77,77.12,93.41,63.45,97.87,92.03,13
1776,BS BIO,68.5,25.06,72.66,70.61,83.75,68.07,13
1777,BS BIO,83.47,66.85,66.81,44.18,72.9,76.98,13
1778,BS BIO,74.8,61.11,76.79,84.63,87.72,81.43,13
1779,BS BIO,99.14,94.82,94.84,63.45,95.65,97.64,13
1780,BS BIO,70.75,77.12,89.19,6.59,83.75,73.34,13
1781,BS BIO,96.08,96.76,97.72,95.71,91.68,97.92,13
1782,BS BIO,86.35,90.94,91.97,44.18,33.69,84.19,13
1783,BS BIO,78.85,35.7,94.84,14.31,53.29,71.42,13
1784,BS BIO,84.91,77.12,89.19,53.82,26.06,80.63,13
1785,BS BIO,82.02,66.85,44.12,92.22,79.78,81.43,13
1786,BS BIO,86.35,77.12,51.68,44.18,53.29,76.98,13
1788,BS BIO,76.83,90.94,72.66,34.54,87.72,80.63,13
1790,BS BIO,70.75,92.88,44.12,75.28,87.72,79.72,13
1791,BS BIO,82.02,71.99,51.68,44.18,72.9,75.16,13
1792,BS BIO,96.08,87.4,97.72,53.82,79.78,94.16,13
1793,BS BIO,90.77,61.11,51.68,79.96,63.1,82.81,13
1794,BS BIO,86.35,71.99,76.79,79.96,83.75,86.26,13
1795,BS BIO,80.58,82.26,96.28,92.22,91.68,91.56,13
1796,BS BIO,70.75,77.12,97.72,79.96,72.9,84.88,13
1798,BS BIO,83.47,92.88,97.72,84.63,91.68,93.22,13
1799,BS BIO,96.95,92.88,80.93,92.22,87.72,95.98,13
1800,BS BIO,99.14,87.4,89.19,70.61,87.72,96.35,13
1801,BS BIO,86.35,71.99,59.25,63.45,63.1,79.72,13
1802,BS BIO,92.71,48.4,89.19,89.31,91.68,91.08,13
1803,BS BIO,83.47,54.75,91.97,53.82,53.29,79.72,13
1804,BS BIO,93.41,61.11,66.81,70.61,97.87,89.17,13
1805,BS BIO,86.35,90.94,94.84,70.61,91.68,91.56,13
1807,BS BIO,72.78,66.85,76.79,34.54,72.9,72.43,13
1808,BS BIO,72.78,48.4,72.66,93.38,83.75,79.72,13
1809,BS BIO,92.71,94.82,80.93,89.31,79.78,93.22,13
1810,BS BIO,66.01,54.75,66.81,79.96,72.9,71.42,13
1811,BS BIO,70.75,77.12,44.12,92.22,43.49,74.25,13
1812,BS BIO,74.8,61.11,98.86,63.45,53.29,82.12,13
1813,BS BIO,72.78,77.12,66.81,63.45,87.72,77.9,13
1814,BS BIO,55.84,77.12,72.66,75.28,79.78,72.43,13
1815,BS BIO,88.66,96.76,59.25,18.16,79.78,84.19,13
1816,BS BIO,89.71,94.82,72.66,75.28,91.68,91.08,13
1817,BS BIO,86.35,77.12,66.81,63.45,63.1,81.43,13
1818,BS BIO,82.02,87.4,80.93,92.22,26.06,84.19,13
1819,BS BIO,68.5,66.85,80.93,24.91,79.78,71.42,13
1820,BS BIO,87.6,66.85,51.68,89.31,83.75,84.88,13
1821,BS BIO,70.75,66.85,59.25,44.18,79.78,70.3,13
1822,BS BIO,76.83,94.82,91.97,95.71,91.68,92.51,13
1823,BS BIO,89.71,99.7,97.72,63.45,83.75,94.16,13
1824,BS BIO,68.5,71.99,59.25,53.82,20.6,63.6,13
1825,BS BIO,74.8,66.85,24.36,92.22,63.1,73.34,13
1826,BS BIO,47.0,94.82,89.19,63.45,83.75,76.98,13
1827,BS BIO,97.83,90.94,94.84,95.71,63.1,96.9,13
1828,BS BIO,94.11,82.26,89.19,75.28,63.1,91.08,13
1829,BS BIO,63.53,61.11,76.79,79.96,63.1,72.43,13
1830,BS BIO,76.83,71.99,44.12,53.82,83.75,74.25,13
1831,BS BIO,87.6,87.4,89.19,89.31,83.75,91.08,13
1832,BS BIO,89.71,90.94,72.66,44.18,72.9,85.57,13
1833,BS BIO,83.47,90.94,51.68,44.18,87.72,82.12,13
