,Course,College,Pr1,Pr2,Pr3,Pr4,Pr5,Oapr,SUM,AVG,English,Quanty
1472,ABMC-JOURN,CLA,44.05,77.12,76.79,63.45,53.29,63.6,314.7,62.94,121.17,116.74
1507,BAHISTORY,CLA,72.78,71.99,44.12,34.54,33.69,63.6,257.12,51.424,144.77,68.23
1510,BAHISTORY,CLA,52.9,48.4,89.19,18.16,83.75,63.6,292.4,58.48,101.3,101.91
1539,BAHISTORY,CLA,61.05,71.99,72.66,34.54,43.49,63.6,283.73,56.746,133.04,78.03
1547,BAHISTORY,CLA,70.75,66.85,44.12,18.16,72.9,63.6,272.78,54.556,137.6,91.06
1681,BS ECO,CLA,49.95,90.94,24.36,70.61,72.9,63.6,308.76,61.752,140.89,143.51
1688,BS ECO,CLA,68.5,77.12,13.15,70.61,53.29,63.6,282.67,56.534,145.62,123.9
1699,BS ECO,CLA,74.8,66.85,44.12,34.54,33.69,63.6,254,50.8,141.65,68.23
1703,BS ECO,CLA,80.58,71.99,44.12,14.31,26.06,63.6,237.06,47.412,152.57,40.37
1846,BSN,CN,78.85,87.4,44.12,6.59,26.06,63.6,243.02,48.604,166.25,32.65
2119,BPE,CCSPE,61.05,66.85,44.12,70.61,53.29,63.6,295.92,59.184,127.9,123.9
2122,BPE,CCSPE,61.05,61.11,51.68,53.82,72.9,63.6,300.56,60.112,122.16,126.72
2128,BPE,CCSPE,72.78,71.99,44.12,18.16,53.29,63.6,260.34,52.068,144.77,71.45
2131,BPE,CCSPE,80.58,61.11,36.55,18.16,43.49,63.6,239.89,47.978,141.69,61.65
2145,BPE,CCSPE,55.84,61.11,72.66,63.45,53.29,63.6,306.35,61.27,116.95,116.74
2301,BS BIO,CSM,68.5,71.99,59.25,53.82,20.6,63.6,274.16,54.832,140.49,74.42
2363,BS BIO,CSM,66.01,82.26,66.81,14.31,43.49,63.6,272.88,54.576,148.27,57.8
2415,BS MATH,CSM,44.05,42.05,66.81,89.31,79.78,63.6,322,64.4,86.1,169.09
2450,BS STAT,CSM,76.83,66.85,66.81,18.16,20.6,63.6,249.25,49.85,143.68,38.76
2482,BS CD,CSWCD,55.84,42.05,59.25,75.28,79.78,63.6,312.2,62.44,97.89,155.06
2508,BS CD,CSWCD,63.53,42.05,59.25,70.61,63.1,63.6,298.54,59.708,105.58,133.71
2520,BSSW,CSWCD,52.9,77.12,59.25,70.61,43.49,63.6,303.37,60.674,130.02,114.1
2560,BSSW,CSWCD,52.9,71.99,59.25,63.45,63.1,63.6,310.69,62.138,124.89,126.55
2592,BCAE,CTE,76.83,48.4,72.66,34.54,20.6,63.6,253.03,50.606,125.23,55.14
2625,BECE,CTE,47,61.11,51.68,89.31,63.1,63.6,312.2,62.44,108.11,152.41
2644,BEED,CTE,61.05,77.12,29.96,53.82,72.9,63.6,294.85,58.97,138.17,126.72
2652,BEED,CTE,70.75,48.4,66.81,34.54,53.29,63.6,273.79,54.758,119.15,87.83
40,BS ARCH,College of Architecture,49.95,77.12,76.79,24.91,79.78,64.72,308.55,61.71,127.07,104.69
128,BS ARCH,College of Architecture,31.88,66.85,59.25,97.95,33.69,64.72,289.62,57.924,98.73,131.64
317,BS CRIM,CCJE,70.75,54.75,51.68,70.61,33.69,64.72,281.48,56.296,125.5,104.3
377,BS CRIM,CCJE,61.05,71.99,76.79,34.54,43.49,64.72,287.86,57.572,133.04,78.03
388,BS CRIM,CCJE,74.8,61.11,13.15,63.45,72.9,64.72,285.41,57.082,135.91,136.35
390,BS CRIM,CCJE,68.5,61.11,36.55,53.82,72.9,64.72,292.88,58.576,129.61,126.72
626,BS ECE,COE,72.78,48.4,44.12,24.91,83.75,64.72,273.96,54.792,121.18,108.66
683,BS EE,COE,83.47,61.11,51.68,14.31,26.06,64.72,236.63,47.326,144.58,40.37
690,BS ENE,COE,55.84,71.99,76.79,44.18,53.29,64.72,302.09,60.418,127.83,97.47
766,BS ME,COE,55.84,54.75,36.55,75.28,87.72,64.72,310.14,62.028,110.59,163
844,BSIE,COE,66.01,66.85,51.68,63.45,43.49,64.72,291.48,58.296,132.86,106.94
859,BSIE,COE,80.58,30.03,66.81,18.16,63.1,64.72,258.68,51.736,110.61,81.26
899,BS F,CFES,66.01,48.4,51.68,53.82,79.78,64.72,299.69,59.938,114.41,133.6
912,BS HE,CHE,61.05,42.05,36.55,89.31,72.9,64.72,301.86,60.372,103.1,162.21
917,BS HE,CHE,76.83,77.12,66.81,2.74,43.49,64.72,266.99,53.398,153.95,46.23
919,BS HE,CHE,52.9,82.26,51.68,63.45,63.1,64.72,313.39,62.678,135.16,126.55
922,BS HE,CHE,61.05,61.11,59.25,53.82,72.9,64.72,308.13,61.626,122.16,126.72
927,BS HE,CHE,58.56,87.4,29.96,70.61,53.29,64.72,299.82,59.964,145.96,123.9
930,BS HE,CHE,68.5,61.11,51.68,70.61,33.69,64.72,285.59,57.118,129.61,104.3
943,BS ND,CHE,80.58,42.05,44.12,14.31,79.78,64.72,260.84,52.168,122.63,94.09
1001,BSHM,CHE,58.56,77.12,44.12,79.96,33.69,64.72,293.45,58.69,135.68,113.65
1061,BSCS,CCS,61.05,71.99,51.68,75.28,33.69,64.72,293.69,58.738,133.04,108.97
1073,BSCS,CCS,58.56,54.75,29.96,84.63,79.78,64.72,307.68,61.536,113.31,164.41
1080,BSCS,CCS,44.05,71.99,66.81,70.61,79.78,64.72,333.24,66.648,116.04,150.39
1151,BSIT,CCS,55.84,77.12,59.25,63.45,53.29,64.72,308.95,61.79,132.96,116.74
1168,BSIT,CCS,66.01,61.11,72.66,18.16,72.9,64.72,290.84,58.168,127.12,91.06
1174,BSIT,CCS,55.84,66.85,72.66,63.45,53.29,64.72,312.09,62.418,122.69,116.74
1216,AB ENG,CLA,70.75,71.99,66.81,18.16,43.49,64.72,271.2,54.24,142.74,61.65
1238,AB ENG,CLA,52.9,42.05,80.93,53.82,83.75,64.72,313.45,62.69,94.95,137.57
1241,AB ENG,CLA,66.01,61.11,44.12,75.28,43.49,64.72,290.01,58.002,127.12,118.77
1249,AB ENG,CLA,63.53,61.11,66.81,34.54,72.9,64.72,298.89,59.778,124.64,107.44
1312,AB JOURN,CLA,61.05,87.4,36.55,14.31,87.72,64.72,287.03,57.406,148.45,102.03
1392,AB POLSCI,CLA,52.9,66.85,59.25,53.82,83.75,64.72,316.57,63.314,119.75,137.57
1402,AB POLSCI,CLA,49.95,71.99,72.66,79.96,33.69,64.72,308.25,61.65,121.94,113.65
1440,ABMC-BROAD,CLA,61.05,77.12,44.12,63.45,53.29,64.72,299.03,59.806,138.17,116.74
1450,ABMC-BROAD,CLA,55.84,48.4,72.66,75.28,63.1,64.72,315.28,63.056,104.24,138.38
1469,ABMC-BROAD,CLA,52.9,54.75,89.19,44.18,63.1,64.72,304.12,60.824,107.65,107.28
1491,BA ELS,CLA,68.5,54.75,36.55,44.18,83.75,64.72,287.73,57.546,123.25,127.93
1541,BAHISTORY,CLA,55.84,66.85,51.68,53.82,83.75,64.72,311.94,62.388,122.69,137.57
1669,BS ECO,CLA,49.95,71.99,51.68,63.45,83.75,64.72,320.82,64.164,121.94,147.2
1710,BS ECO,CLA,61.05,66.85,44.12,70.61,63.1,64.72,305.73,61.146,127.9,133.71
1726,BS ECO,CLA,66.01,35.7,66.81,70.61,63.1,64.72,302.23,60.446,101.71,133.71
1738,BS ECO,CLA,52.9,71.99,66.81,63.45,63.1,64.72,318.25,63.65,124.89,126.55
2165,BPE,CCSPE,74.8,48.4,44.12,63.45,43.49,64.72,274.26,54.852,123.2,106.94
2168,BPE,CCSPE,76.83,66.85,44.12,44.18,26.06,64.72,258.04,51.608,143.68,70.24
2180,BPE,CCSPE,72.78,77.12,29.96,63.45,26.06,64.72,269.37,53.874,149.9,89.51
2188,BPE,CCSPE,76.83,48.4,72.66,44.18,20.6,64.72,262.67,52.534,125.23,64.78
2346,BS BIO,CSM,66.01,54.75,29.96,84.63,53.29,64.72,288.64,57.728,120.76,137.92
2422,BS MATH,CSM,52.9,54.75,59.25,84.63,63.1,64.72,314.63,62.926,107.65,147.73
2475,BS CD,CSWCD,61.05,82.26,51.68,34.54,63.1,64.72,292.63,58.526,143.31,97.64
2479,BS CD,CSWCD,70.75,25.06,44.12,79.96,72.9,64.72,292.79,58.558,95.81,152.86
2485,BS CD,CSWCD,83.47,35.7,24.36,63.45,43.49,64.72,250.47,50.094,119.17,106.94
2624,BECE,CTE,68.5,42.05,72.66,70.61,33.69,64.72,287.51,57.502,110.55,104.3
11,BS AGRI,College of Agriculture,49.95,77.12,66.81,70.61,63.1,65.83,327.59,65.518,127.07,133.71
15,BS AGRI,College of Agriculture,74.8,30.03,76.79,44.18,53.29,65.83,279.09,55.818,104.83,97.47
16,BS AGRI,College of Agriculture,72.78,61.11,44.12,24.91,79.78,65.83,282.7,56.54,133.89,104.69
63,BS ARCH,College of Architecture,44.05,48.4,85.06,84.63,63.1,65.83,325.24,65.048,92.45,147.73
94,BS ARCH,College of Architecture,63.53,48.4,59.25,70.61,72.9,65.83,314.69,62.938,111.93,143.51
102,BS ARCH,College of Architecture,78.85,66.85,18.75,63.45,43.49,65.83,271.39,54.278,145.7,106.94
138,BS ARCH,College of Architecture,72.78,54.75,72.66,24.91,53.29,65.83,278.39,55.678,127.53,78.2
139,BS ARCH,College of Architecture,58.56,66.85,80.93,53.82,43.49,65.83,303.65,60.73,125.41,97.31
167,BS ARCH,College of Architecture,66.01,30.03,80.93,63.45,63.1,65.83,303.52,60.704,96.04,126.55
176,BS ARCH,College of Architecture,49.95,87.4,51.68,79.96,43.49,65.83,312.48,62.496,137.35,123.45
217,AB IS,CAIS,72.78,66.85,51.68,14.31,79.78,65.83,285.4,57.08,139.63,94.09
334,BS CRIM,CCJE,63.53,66.85,59.25,75.28,33.69,65.83,298.6,59.72,130.38,108.97
353,BS CRIM,CCJE,82.02,66.85,18.75,34.54,53.29,65.83,255.45,51.09,148.87,87.83
362,BS CRIM,CCJE,68.5,20.09,80.93,70.61,63.1,65.83,303.23,60.646,88.59,133.71
464,BS ABE,COE,63.53,66.85,66.81,44.18,63.1,65.83,304.47,60.894,130.38,107.28
644,BS EE,COE,31.88,66.85,93.41,53.82,83.75,65.83,329.71,65.942,98.73,137.57
651,BS EE,COE,55.84,92.88,76.79,44.18,20.6,65.83,290.29,58.058,148.72,64.78
654,BS EE,COE,88.66,42.05,29.96,18.16,43.49,65.83,222.32,44.464,130.71,61.65
655,BS EE,COE,66.01,42.05,51.68,24.91,97.87,65.83,282.52,56.504,108.06,122.78
706,BS ENE,COE,63.53,54.75,66.81,44.18,79.78,65.83,309.05,61.81,118.28,123.96
709,BS ENE,COE,55.84,61.11,76.79,63.45,63.1,65.83,320.29,64.058,116.95,126.55
711,BS ENE,COE,61.05,48.4,85.06,63.45,43.49,65.83,301.45,60.29,109.45,106.94
857,BSIE,COE,55.84,25.06,66.81,70.61,97.87,65.83,316.19,63.238,80.9,168.48
898,BS F,CFES,55.84,90.94,72.66,34.54,43.49,65.83,297.47,59.494,146.78,78.03
926,BS HE,CHE,66.01,66.85,59.25,53.82,53.29,65.83,299.22,59.844,132.86,107.11
936,BS HE,CHE,63.53,66.85,51.68,79.96,33.69,65.83,295.71,59.142,130.38,113.65
954,BS ND,CHE,68.5,71.99,44.12,79.96,20.6,65.83,285.17,57.034,140.49,100.56
955,BS ND,CHE,63.53,92.88,59.25,0.73,83.75,65.83,300.14,60.028,156.41,84.48
964,BS ND,CHE,55.84,66.85,59.25,70.61,72.9,65.83,325.45,65.09,122.69,143.51
995,BSHM,CHE,70.75,92.88,29.96,34.54,33.69,65.83,261.82,52.364,163.63,68.23
996,BSHM,CHE,76.83,61.11,36.55,70.61,26.06,65.83,271.16,54.232,137.94,96.67
1004,BSHM,CHE,68.5,54.75,76.79,34.54,53.29,65.83,287.87,57.574,123.25,87.83
1011,BSHM,CHE,70.75,82.26,24.36,89.31,9.69,65.83,276.37,55.274,153.01,99
1016,BSHM,CHE,76.83,30.03,76.79,44.18,43.49,65.83,271.32,54.264,106.86,87.67
1049,BSCS,CCS,66.01,48.4,66.81,53.82,72.9,65.83,307.94,61.588,114.41,126.72
1060,BSCS,CCS,37.99,77.12,72.66,79.96,72.9,65.83,340.63,68.126,115.11,152.86
1070,BSCS,CCS,76.83,54.75,80.93,2.74,63.1,65.83,278.35,55.67,131.58,65.84
1116,BSIT,CCS,63.53,71.99,44.12,63.45,63.1,65.83,306.19,61.238,135.52,126.55
1196,AB ENG,CLA,68.5,61.11,36.55,70.61,63.1,65.83,299.87,59.974,129.61,133.71
1209,AB ENG,CLA,34.94,87.4,80.93,44.18,83.75,65.83,331.2,66.24,122.34,127.93
1256,AB ENG,CLA,74.8,77.12,24.36,44.18,53.29,65.83,273.75,54.75,151.92,97.47
1266,AB FIL,CLA,76.83,61.11,24.36,53.82,63.1,65.83,279.22,55.844,137.94,116.92
1282,AB FIL,CLA,76.83,71.99,72.66,10.45,33.69,65.83,265.62,53.124,148.82,44.14
1294,AB FIL,CLA,61.05,90.94,24.36,63.45,63.1,65.83,302.9,60.58,151.99,126.55
1307,AB FIL,CLA,68.5,66.85,36.55,53.82,72.9,65.83,298.62,59.724,135.35,126.72
1314,AB JOURN,CLA,74.8,54.75,36.55,44.18,72.9,65.83,283.18,56.636,129.55,117.08
1326,AB JOURN,CLA,72.78,35.7,80.93,53.82,33.69,65.83,276.92,55.384,108.48,87.51
1338,AB POLSCI,CLA,80.58,20.09,59.25,53.82,63.1,65.83,276.84,55.368,100.67,116.92
1394,AB POLSCI,CLA,68.5,48.4,76.79,34.54,63.1,65.83,291.33,58.266,116.9,97.64
1448,ABMC-BROAD,CLA,61.05,90.94,80.93,44.18,9.69,65.83,286.79,57.358,151.99,53.87
1496,BAHISTORY,CLA,47,87.4,59.25,63.45,72.9,65.83,330,66,134.4,136.35
1502,BAHISTORY,CLA,49.95,66.85,59.25,79.96,72.9,65.83,328.91,65.782,116.8,152.86
1528,BAHISTORY,CLA,70.75,54.75,44.12,53.82,72.9,65.83,296.34,59.268,125.5,126.72
1561,BAHISTORY,CLA,63.53,77.12,72.66,44.18,33.69,65.83,291.18,58.236,140.65,77.87
1662,BS ECO,CLA,74.8,66.85,29.96,53.82,53.29,65.83,278.72,55.744,141.65,107.11
1663,BS ECO,CLA,70.75,71.99,51.68,34.54,53.29,65.83,282.25,56.45,142.74,87.83
1723,BS ECO,CLA,55.84,87.4,76.79,24.91,53.29,65.83,298.23,59.646,143.24,78.2
1732,BS ECO,CLA,83.47,42.05,66.81,24.91,26.06,65.83,243.3,48.66,125.52,50.97
1858,BSN,CN,52.9,61.11,51.68,84.63,72.9,65.83,323.22,64.644,114.01,157.53
2156,BPE,CCSPE,61.05,77.12,36.55,89.31,26.06,65.83,290.09,58.018,138.17,115.37
2176,BPE,CCSPE,72.78,61.11,51.68,63.45,33.69,65.83,282.71,56.542,133.89,97.14
2210,BPED,CCSPE,80.58,77.12,36.55,18.16,33.69,65.83,246.1,49.22,157.7,51.85
2316,BS BIO,CSM,63.53,61.11,59.25,44.18,79.78,65.83,307.85,61.57,124.64,123.96
2405,BS MATH,CSM,47,66.85,72.66,53.82,87.72,65.83,328.05,65.61,113.85,141.54
2414,BS MATH,CSM,70.75,61.11,24.36,75.28,63.1,65.83,294.6,58.92,131.86,138.38
2467,BS CD,CSWCD,58.56,82.26,85.06,34.54,26.06,65.83,286.48,57.296,140.82,60.6
2473,BS CD,CSWCD,70.75,71.99,76.79,24.91,26.06,65.83,270.5,54.1,142.74,50.97
2496,BS CD,CSWCD,34.94,66.85,76.79,70.61,91.68,65.83,340.87,68.174,101.79,162.29
2503,BS CD,CSWCD,72.78,48.4,36.55,75.28,53.29,65.83,286.3,57.26,121.18,128.57
2548,BSSW,CSWCD,72.78,77.12,51.68,18.16,53.29,65.83,273.03,54.606,149.9,71.45
2558,BSSW,CSWCD,47,82.26,80.93,53.82,53.29,65.83,317.3,63.46,129.26,107.11
7,BS AGRI,College of Agriculture,58.56,66.85,72.66,79.96,33.69,66.95,311.72,62.344,125.41,113.65
20,BS AGRI,College of Agriculture,41.05,82.26,66.81,75.28,79.78,66.95,345.18,69.036,123.31,155.06
26,BS AGRIBUS,College of Agriculture,49.95,71.99,76.79,70.61,63.1,66.95,332.44,66.488,121.94,133.71
43,BS ARCH,College of Architecture,74.8,48.4,66.81,63.45,33.69,66.95,287.15,57.43,123.2,97.14
83,BS ARCH,College of Architecture,63.53,54.75,51.68,79.96,63.1,66.95,313.02,62.604,118.28,143.06
143,BS ARCH,College of Architecture,72.78,61.11,72.66,24.91,53.29,66.95,284.75,56.95,133.89,78.2
345,BS CRIM,CCJE,80.58,30.03,66.81,44.18,53.29,66.95,274.89,54.978,110.61,97.47
365,BS CRIM,CCJE,47,66.85,59.25,89.31,72.9,66.95,335.31,67.062,113.85,162.21
436,BS CRIM,CCJE,66.01,48.4,72.66,63.45,63.1,66.95,313.62,62.724,114.41,126.55
470,BS ABE,COE,70.75,42.05,44.12,75.28,72.9,66.95,305.1,61.02,112.8,148.18
479,BS ABE,COE,61.05,87.4,66.81,24.91,63.1,66.95,303.27,60.654,148.45,88.01
620,BS ECE,COE,66.01,66.85,51.68,34.54,83.75,66.95,302.83,60.566,132.86,118.29
658,BS EE,COE,44.05,61.11,80.93,79.96,72.9,66.95,338.95,67.79,105.16,152.86
853,BSIE,COE,74.8,87.4,18.75,53.82,43.49,66.95,278.26,55.652,162.2,97.31
872,BSIE,COE,4.68,61.11,94.84,98.97,63.1,66.95,322.7,64.54,65.79,162.07
875,BS AGRO,CFES,68.5,77.12,36.55,44.18,72.9,66.95,299.25,59.85,145.62,117.08
945,BS ND,CHE,66.01,71.99,59.25,24.91,79.78,66.95,301.94,60.388,138,104.69
958,BS ND,CHE,68.5,71.99,51.68,53.82,53.29,66.95,299.28,59.856,140.49,107.11
959,BS ND,CHE,68.5,77.12,72.66,24.91,43.49,66.95,286.68,57.336,145.62,68.4
960,BS ND,CHE,49.95,87.4,66.81,70.61,53.29,66.95,328.06,65.612,137.35,123.9
994,BSHM,CHE,76.83,66.85,51.68,70.61,15.15,66.95,281.12,56.224,143.68,85.76
1074,BSCS,CCS,66.01,87.4,72.66,24.91,33.69,66.95,284.67,56.934,153.41,58.6
1185,BSIT,CCS,63.53,61.11,66.81,63.45,63.1,66.95,318,63.6,124.64,126.55
1229,AB ENG,CLA,80.58,77.12,36.55,2.74,79.78,66.95,276.77,55.354,157.7,82.52
1244,AB ENG,CLA,82.02,30.03,72.66,14.31,72.9,66.95,271.92,54.384,112.05,87.21
1298,AB FIL,CLA,47,54.75,89.19,79.96,53.29,66.95,324.19,64.838,101.75,133.25
1324,AB JOURN,CLA,76.83,61.11,51.68,34.54,53.29,66.95,277.45,55.49,137.94,87.83
1343,AB POLSCI,CLA,58.56,77.12,76.79,53.82,43.49,66.95,309.78,61.956,135.68,97.31
1356,AB POLSCI,CLA,68.5,61.11,66.81,63.45,43.49,66.95,303.36,60.672,129.61,106.94
1370,AB POLSCI,CLA,66.01,71.99,72.66,34.54,53.29,66.95,298.49,59.698,138,87.83
1387,AB POLSCI,CLA,76.83,30.03,59.25,70.61,53.29,66.95,290.01,58.002,106.86,123.9
1409,AB POLSCI,CLA,61.05,61.11,80.93,70.61,33.69,66.95,307.39,61.478,122.16,104.3
1427,AB POLSCI,CLA,72.78,54.75,66.81,44.18,53.29,66.95,291.81,58.362,127.53,97.47
1461,ABMC-BROAD,CLA,70.75,71.99,44.12,44.18,63.1,66.95,294.14,58.828,142.74,107.28
1470,ABMC-BROAD,CLA,63.53,48.4,91.97,34.54,53.29,66.95,291.73,58.346,111.93,87.83
1516,BAHISTORY,CLA,68.5,66.85,59.25,89.31,9.69,66.95,293.6,58.72,135.35,99
1521,BAHISTORY,CLA,70.75,61.11,66.81,24.91,72.9,66.95,296.48,59.296,131.86,97.81
1671,BS ECO,CLA,63.53,66.85,80.93,53.82,33.69,66.95,298.82,59.764,130.38,87.51
1702,BS ECO,CLA,37.99,94.82,76.79,79.96,26.06,66.95,315.62,63.124,132.81,106.02
1722,BS ECO,CLA,52.9,66.85,51.68,53.82,95.65,66.95,320.9,64.18,119.75,149.47
1909,BSN,CN,72.78,35.7,51.68,75.28,63.1,66.95,298.54,59.708,108.48,138.38
2132,BPE,CCSPE,61.05,48.4,76.79,24.91,91.68,66.95,302.83,60.566,109.45,116.59
2153,BPE,CCSPE,55.84,61.11,89.19,75.28,26.06,66.95,307.48,61.496,116.95,101.34
2362,BS BIO,CSM,66.01,77.12,44.12,53.82,63.1,66.95,304.17,60.834,143.13,116.92
2387,BS CHEM,CSM,63.53,42.05,76.79,70.61,63.1,66.95,316.08,63.216,105.58,133.71
2404,BS MATH,CSM,63.53,54.75,51.68,84.63,53.29,66.95,307.88,61.576,118.28,137.92
2406,BS MATH,CSM,58.56,92.88,13.15,93.38,26.06,66.95,284.03,56.806,151.44,119.44
2464,BS STAT,CSM,66.01,25.06,72.66,84.63,63.1,66.95,311.46,62.292,91.07,147.73
2483,BS CD,CSWCD,70.75,87.4,24.36,53.82,53.29,66.95,289.62,57.924,158.15,107.11
2527,BSSW,CSWCD,68.5,82.26,44.12,53.82,43.49,66.95,292.19,58.438,150.76,97.31
2554,BSSW,CSWCD,74.8,42.05,72.66,63.45,33.69,66.95,286.65,57.33,116.85,97.14
2556,BSSW,CSWCD,61.05,48.4,89.19,70.61,33.69,66.95,302.94,60.588,109.45,104.3
2568,BSSW,CSWCD,78.85,25.06,51.68,18.16,95.65,66.95,269.4,53.88,103.91,113.81
2631,BEED,CTE,61.05,48.4,51.68,79.96,79.78,66.95,320.87,64.174,109.45,159.74
2638,BEED,CTE,80.58,66.85,29.96,44.18,43.49,66.95,265.06,53.012,147.43,87.67
2707,BEED,CTE,80.58,35.7,36.55,70.61,53.29,66.95,276.73,55.346,116.28,123.9
2836,BSNE,CTE,76.83,82.26,44.12,24.91,33.69,66.95,261.81,52.362,159.09,58.6
112,BS ARCH,College of Architecture,66.01,48.4,91.97,70.61,20.6,68.07,297.59,59.518,114.41,91.21
127,BS ARCH,College of Architecture,58.56,71.99,80.93,34.54,72.9,68.07,318.92,63.784,130.55,107.44
144,BS ARCH,College of Architecture,55.84,66.85,44.12,93.38,53.29,68.07,313.48,62.696,122.69,146.67
321,BS CRIM,CCJE,72.78,42.05,91.97,44.18,26.06,68.07,277.04,55.408,114.83,70.24
337,BS CRIM,CCJE,63.53,82.26,36.55,79.96,43.49,68.07,305.79,61.158,145.79,123.45
393,BS CRIM,CCJE,78.85,87.4,24.36,44.18,33.69,68.07,268.48,53.696,166.25,77.87
410,BS CRIM,CCJE,74.8,77.12,51.68,63.45,20.6,68.07,287.65,57.53,151.92,84.05
423,BS CRIM,CCJE,70.75,61.11,80.93,14.31,72.9,68.07,300,60,131.86,87.21
426,BS CRIM,CCJE,74.8,66.85,59.25,34.54,53.29,68.07,288.73,57.746,141.65,87.83
864,BSIE,COE,80.58,15.12,51.68,75.28,72.9,68.07,295.56,59.112,95.7,148.18
887,BS ES,CFES,76.83,66.85,44.12,14.31,83.75,68.07,285.86,57.172,143.68,98.06
909,BS HE,CHE,58.56,48.4,51.68,89.31,79.78,68.07,327.73,65.546,106.96,169.09
918,BS HE,CHE,68.5,61.11,66.81,53.82,63.1,68.07,313.34,62.668,129.61,116.92
973,BS ND,CHE,76.83,71.99,18.75,79.96,33.69,68.07,281.22,56.244,148.82,113.65
1003,BSHM,CHE,70.75,82.26,66.81,18.16,53.29,68.07,291.27,58.254,153.01,71.45
1022,BSHM,CHE,74.8,66.85,51.68,44.18,53.29,68.07,290.8,58.16,141.65,97.47
1085,BSCS,CCS,82.02,54.75,44.12,24.91,63.1,68.07,268.9,53.78,136.77,88.01
1087,BSCS,CCS,52.9,61.11,91.97,44.18,72.9,68.07,323.06,64.612,114.01,117.08
1162,BSIT,CCS,84.91,61.11,18.75,53.82,43.49,68.07,262.08,52.416,146.02,97.31
1171,BSIT,CCS,66.01,54.75,51.68,44.18,91.68,68.07,308.3,61.66,120.76,135.86
1268,AB FIL,CLA,68.5,82.26,66.81,34.54,43.49,68.07,295.6,59.12,150.76,78.03
1276,AB FIL,CLA,70.75,71.99,59.25,18.16,79.78,68.07,299.93,59.986,142.74,97.94
1280,AB FIL,CLA,80.58,61.11,18.75,44.18,79.78,68.07,284.4,56.88,141.69,123.96
1285,AB FIL,CLA,66.01,71.99,36.55,92.22,26.06,68.07,292.83,58.566,138,118.28
1295,AB FIL,CLA,68.5,61.11,76.79,63.45,33.69,68.07,303.54,60.708,129.61,97.14
1300,AB FIL,CLA,74.8,77.12,44.12,24.91,63.1,68.07,284.05,56.81,151.92,88.01
1303,AB FIL,CLA,66.01,61.11,66.81,63.45,63.1,68.07,320.48,64.096,127.12,126.55
1323,AB JOURN,CLA,68.5,71.99,66.81,34.54,63.1,68.07,304.94,60.988,140.49,97.64
1335,AB JOURN,CLA,68.5,54.75,80.93,34.54,63.1,68.07,301.82,60.364,123.25,97.64
1336,AB POLSCI,CLA,66.01,61.11,72.66,53.82,63.1,68.07,316.7,63.34,127.12,116.92
1337,AB POLSCI,CLA,34.94,61.11,91.97,70.61,87.72,68.07,346.35,69.27,96.05,158.33
1363,AB POLSCI,CLA,74.8,54.75,44.12,75.28,43.49,68.07,292.44,58.488,129.55,118.77
1366,AB POLSCI,CLA,78.85,61.11,72.66,44.18,20.6,68.07,277.4,55.48,139.96,64.78
1375,AB POLSCI,CLA,58.56,54.75,91.97,70.61,33.69,68.07,309.58,61.916,113.31,104.3
1381,AB POLSCI,CLA,63.53,87.4,66.81,18.16,72.9,68.07,308.8,61.76,150.93,91.06
1422,AB POLSCI,CLA,68.5,48.4,91.97,24.91,53.29,68.07,287.07,57.414,116.9,78.2
1447,ABMC-BROAD,CLA,70.75,71.99,44.12,70.61,43.49,68.07,300.96,60.192,142.74,114.1
1471,ABMC-JOURN,CLA,74.8,42.05,72.66,70.61,33.69,68.07,293.81,58.762,116.85,104.3
1475,ABMC-JOURN,CLA,61.05,94.82,80.93,24.91,20.6,68.07,282.31,56.462,155.87,45.51
1506,BAHISTORY,CLA,52.9,82.26,80.93,53.82,53.29,68.07,323.2,64.64,135.16,107.11
1549,BAHISTORY,CLA,68.5,61.11,51.68,63.45,72.9,68.07,317.64,63.528,129.61,136.35
1554,BAHISTORY,CLA,66.01,35.7,59.25,70.61,87.72,68.07,319.29,63.858,101.71,158.33
1731,BS ECO,CLA,80.58,61.11,29.96,44.18,63.1,68.07,278.93,55.786,141.69,107.28
1734,BS ECO,CLA,58.56,66.85,66.81,63.45,79.78,68.07,335.45,67.09,125.41,143.23
1740,BS ECO,CLA,72.78,66.85,59.25,34.54,63.1,68.07,296.52,59.304,139.63,97.64
1743,BS ECO,CLA,52.9,48.4,51.68,84.63,91.68,68.07,329.29,65.858,101.3,176.31
1845,BSN,CN,72.78,66.85,44.12,70.61,43.49,68.07,297.85,59.57,139.63,114.1
1941,BSN,CN,70.75,71.99,44.12,53.82,63.1,68.07,303.78,60.756,142.74,116.92
1948,BSN,CN,76.83,77.12,51.68,34.54,33.69,68.07,273.86,54.772,153.95,68.23
1996,BSN,CN,52.9,48.4,80.93,75.28,79.78,68.07,337.29,67.458,101.3,155.06
2048,BSN,CN,74.8,66.85,59.25,34.54,53.29,68.07,288.73,57.746,141.65,87.83
2154,BPE,CCSPE,68.5,48.4,36.55,70.61,87.72,68.07,311.78,62.356,116.9,158.33
2162,BPE,CCSPE,80.58,77.12,36.55,18.16,53.29,68.07,265.7,53.14,157.7,71.45
2183,BPE,CCSPE,52.9,42.05,76.79,75.28,87.72,68.07,334.74,66.948,94.95,163
2186,BPE,CCSPE,61.05,66.85,80.93,53.82,53.29,68.07,315.94,63.188,127.9,107.11
