,Unnamed: 0,Course,College,Pr1,Pr2,Pr3,Pr4,Pr5,Oapr,SUM,AVG,English,Quanty
0,12,BS AGRICULTURE,College of Agriculture,55.84,61.11,59.25,24.91,79.78,60.09,280.89,56.178,116.95,104.69
1,17,BS AGRICULTURE,College of Agriculture,58.56,48.4,59.25,63.45,53.29,60.09,282.95,56.59,106.96,116.74
2,31,BS AGRIBUSINESS,College of Agriculture,58.56,61.11,72.66,44.18,33.69,60.09,270.2,54.04,119.67,77.87
3,34,BS FOOD TECHNOLOGY,College of Agriculture,47.0,92.88,66.81,18.16,43.49,60.09,268.34,53.668,139.88,61.65
4,48,BS ARCHITECTURE,College of Architecture,76.83,10.15,72.66,24.91,63.1,60.09,247.65,49.53,86.98,88.01
5,79,BS ARCHITECTURE,College of Architecture,74.8,48.4,36.55,14.31,72.9,60.09,246.96,49.392,123.2,87.21
6,155,BS ARCHITECTURE,College of Architecture,44.05,71.99,59.25,70.61,53.29,60.09,299.19,59.838,116.04,123.9
7,177,BS ARCHITECTURE,College of Architecture,49.95,77.12,51.68,34.54,72.9,60.09,286.19,57.238,127.07,107.44
8,184,BACHELOR OF ARTS IN ASIAN STUDIES,CAIS,52.9,61.11,59.25,44.18,72.9,60.09,290.34,58.068,114.01,117.08
9,198,BACHELOR OF ARTS IN ASIAN STUDIES,CAIS,58.56,30.03,44.12,93.38,33.69,60.09,259.78,51.956,88.59,127.07
10,340,BS CRIMINOLOGY,CCJE,55.84,90.94,18.75,44.18,63.1,60.09,272.81,54.562,146.78,107.28
11,383,BS CRIMINOLOGY,CCJE,52.9,54.75,59.25,24.91,87.72,60.09,279.53,55.906,107.65,112.63
12,389,BS CRIMINOLOGY,CCJE,58.56,54.75,29.96,63.45,79.78,60.09,286.5,57.3,113.31,143.23
13,427,BS CRIMINOLOGY,CCJE,63.53,42.05,44.12,44.18,79.78,60.09,273.66,54.732,105.58,123.96
14,489,BS AGRICULTURAL AND BIOSYSTEMS ENGINEERING,COE,55.84,71.99,29.96,63.45,63.1,60.09,284.34,56.868,127.83,126.55
15,641,BS ELECTRICAL ENGINEERING,COE,58.56,66.85,85.06,24.91,20.6,60.09,255.98,51.196,125.41,45.51
16,889,BS FORESTRY,CFES,41.05,71.99,85.06,44.18,43.49,60.09,285.77,57.154,113.04,87.67
17,908,BS FORESTRY,CFES,63.53,35.7,51.68,44.18,79.78,60.09,274.87,54.974,99.23,123.96
18,916,BS HOME ECONOMICS,CHE,66.01,54.75,36.55,44.18,63.1,60.09,264.59,52.918,120.76,107.28
19,929,BS HOME ECONOMICS,CHE,61.05,35.7,44.12,63.45,79.78,60.09,284.1,56.82,96.75,143.23
20,965,BS NUTRITION AND DIETETICS,CHE,49.95,66.85,36.55,84.63,43.49,60.09,281.47,56.294,116.8,128.12
21,1007,BS HOSPITALITY MANAGEMENT,CHE,47.0,87.4,44.12,70.61,33.69,60.09,282.82,56.564,134.4,104.3
22,1030,BS COMPUTER SCIENCE,CCS,58.56,87.4,29.96,44.18,43.49,60.09,263.59,52.718,145.96,87.67
23,1031,BS COMPUTER SCIENCE,CCS,44.05,77.12,59.25,63.45,53.29,60.09,297.16,59.432,121.17,116.74
24,1051,BS COMPUTER SCIENCE,CCS,61.05,77.12,44.12,34.54,43.49,60.09,260.32,52.064,138.17,78.03
25,1066,BS COMPUTER SCIENCE,CCS,55.84,48.4,76.79,53.82,43.49,60.09,278.34,55.668,104.24,97.31
26,1120,BS INFORMATION TECHNOLOGY,CCS,76.83,35.7,36.55,24.91,63.1,60.09,237.09,47.418,112.53,88.01
27,1128,BS INFORMATION TECHNOLOGY,CCS,74.8,25.06,59.25,44.18,43.49,60.09,246.78,49.356,99.86,87.67
28,1158,BS INFORMATION TECHNOLOGY,CCS,63.53,77.12,59.25,24.91,26.06,60.09,250.87,50.174,140.65,50.97
29,1221,BA ENGLISH,CLA,55.84,71.99,51.68,79.96,15.15,60.09,274.62,54.924,127.83,95.11
30,1223,BA ENGLISH,CLA,58.56,71.99,36.55,89.31,9.69,60.09,266.1,53.22,130.55,99.0
31,1262,BA ENGLISH,CLA,55.84,30.03,76.79,24.91,87.72,60.09,275.29,55.058,85.87,112.63
32,1272,BA FILIPINO ,CLA,68.5,48.4,18.75,63.45,72.9,60.09,272.0,54.4,116.9,136.35
33,1277,BA FILIPINO ,CLA,52.9,66.85,72.66,63.45,26.06,60.09,281.92,56.384,119.75,89.51
34,1290,BA FILIPINO ,CLA,52.9,42.05,80.93,53.82,53.29,60.09,282.99,56.598,94.95,107.11
35,1310,BA JOURNALISM,CLA,37.99,66.85,51.68,70.61,83.75,60.09,310.88,62.176,104.84,154.36
36,1329,BA JOURNALISM,CLA,63.53,61.11,59.25,18.16,63.1,60.09,265.15,53.03,124.64,81.26
37,1410,BA POLITICAL SCIENCE,CLA,58.56,61.11,36.55,70.61,53.29,60.09,280.12,56.024,119.67,123.9
38,1445,BS BROAD,CLA,41.05,77.12,66.81,53.82,63.1,60.09,301.9,60.38,118.17,116.92
39,1455,BS BROAD,CLA,55.84,48.4,51.68,70.61,63.1,60.09,289.63,57.926,104.24,133.71
40,1482,BA JOURNALISM,CLA,66.01,42.05,66.81,63.45,26.06,60.09,264.38,52.876,108.06,89.51
41,1488,BA ENGLISH,CLA,74.8,15.12,66.81,63.45,33.69,60.09,253.87,50.774,89.92,97.14
42,1512,BA HISTORY,CLA,68.5,48.4,36.55,44.18,63.1,60.09,260.73,52.146,116.9,107.28
43,1532,BA HISTORY,CLA,31.88,71.99,72.66,53.82,83.75,60.09,314.1,62.82,103.87,137.57
44,1533,BA HISTORY,CLA,58.56,66.85,51.68,24.91,72.9,60.09,274.9,54.98,125.41,97.81
45,1536,BA HISTORY,CLA,63.53,35.7,51.68,34.54,83.75,60.09,269.2,53.84,99.23,118.29
46,1544,BA HISTORY,CLA,55.84,82.26,36.55,24.91,72.9,60.09,272.46,54.492,138.1,97.81
47,1550,BA HISTORY,CLA,49.95,42.05,85.06,53.82,53.29,60.09,284.17,56.834,92.0,107.11
48,1555,BA HISTORY,CLA,55.84,82.26,59.25,10.45,72.9,60.09,280.7,56.14,138.1,83.35
49,1693,BS ECONOMICS,CLA,70.75,66.85,7.54,70.61,43.49,60.09,259.24,51.848,137.6,114.1
50,1697,BS ECONOMICS,CLA,41.05,66.85,59.25,79.96,53.29,60.09,300.4,60.08,107.9,133.25
51,1747,BS ECONOMICS,CLA,55.84,54.75,59.25,53.82,63.1,60.09,286.76,57.352,110.59,116.92
52,1796,BS PSYCHOLOGY,CLA,70.75,15.12,76.79,14.31,83.75,60.09,260.72,52.144,85.87,98.06
53,1853,BS NURSING,CN,80.58,54.75,36.55,10.45,43.49,60.09,225.82,45.164,135.33,53.94
54,2147,BACHELOR OF PHYSICAL EDUCATION,CSSPE,47.0,35.7,72.66,79.96,63.1,60.09,298.42,59.684,82.7,143.06
55,2159,BACHELOR OF PHYSICAL EDUCATION,CSSPE,55.84,90.94,7.54,63.45,63.1,60.09,280.87,56.174,146.78,126.55
56,2170,BACHELOR OF PHYSICAL EDUCATION,CSSPE,28.82,87.4,36.55,94.54,33.69,60.09,281.0,56.2,116.22,128.23
57,2410,BS MATHEMATICS,CSM,63.53,54.75,7.54,79.96,72.9,60.09,278.68,55.736,118.28,152.86
58,2463,BS STATISTICS,CSM,52.9,54.75,44.12,44.18,87.72,60.09,283.67,56.734,107.65,131.9
59,2471,BS COMMUNITY DEVELOPMENT,CSWCD,41.05,82.26,66.81,63.45,43.49,60.09,297.06,59.412,123.31,106.94
60,2492,BS COMMUNITY DEVELOPMENT,CSWCD,44.05,71.99,51.68,79.96,43.49,60.09,291.17,58.234,116.04,123.45
61,2494,BS COMMUNITY DEVELOPMENT,CSWCD,70.75,48.4,36.55,44.18,53.29,60.09,253.17,50.634,119.15,97.47
62,2495,BS COMMUNITY DEVELOPMENT,CSWCD,63.53,61.11,29.96,75.28,33.69,60.09,263.57,52.714,124.64,108.97
63,2511,BS COMMUNITY DEVELOPMENT,CSWCD,63.53,42.05,59.25,63.45,43.49,60.09,271.77,54.354,105.58,106.94
64,2514,BS SOCIAL WORK,CSWCD,49.95,66.85,36.55,75.28,63.1,60.09,291.73,58.346,116.8,138.38
65,2541,BS SOCIAL WORK,CSWCD,63.53,48.4,59.25,53.82,43.49,60.09,268.49,53.698,111.93,97.31
66,2634,BACHELOR IN ELEMENTARY EDUCATION,CTE,44.05,82.26,36.55,75.28,53.29,60.09,291.43,58.286,126.31,128.57
67,1,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,58.56,71.99,59.25,24.91,63.1,61.37,277.81,55.562,130.55,88.01
68,2,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,61.05,35.7,59.25,70.61,63.1,61.37,289.71,57.942,96.75,133.71
69,4,BS AGRICULTURE,College of Agriculture,52.9,77.12,29.96,75.28,53.29,61.37,288.55,57.71,130.02,128.57
70,19,BS AGRICULTURE,College of Agriculture,66.01,54.75,51.68,2.74,95.65,61.37,270.83,54.166,120.76,98.39
71,24,BS AGRICULTURE,College of Agriculture,72.78,54.75,24.36,24.91,79.78,61.37,256.58,51.316,127.53,104.69
72,32,BS FOOD TECHNOLOGY,College of Agriculture,61.05,54.75,72.66,44.18,43.49,61.37,276.13,55.226,115.8,87.67
73,58,BS ARCHITECTURE,College of Architecture,44.05,48.4,66.81,70.61,83.75,61.37,313.62,62.724,92.45,154.36
74,68,BS ARCHITECTURE,College of Architecture,52.9,77.12,24.36,53.82,83.75,61.37,291.95,58.39,130.02,137.57
75,76,BS ARCHITECTURE,College of Architecture,37.99,82.26,59.25,70.61,63.1,61.37,313.21,62.642,120.25,133.71
76,148,BS ARCHITECTURE,College of Architecture,44.05,90.94,44.12,63.45,53.29,61.37,295.85,59.17,134.99,116.74
77,178,BS ARCHITECTURE,College of Architecture,66.01,66.85,7.54,70.61,72.9,61.37,283.91,56.782,132.86,143.51
78,208,BS INTERDISIPLINARY STUDIES,CAIS,63.53,77.12,44.12,14.31,72.9,61.37,271.98,54.396,140.65,87.21
79,209,BS INTERDISIPLINARY STUDIES,CAIS,63.53,35.7,36.55,75.28,72.9,61.37,283.96,56.792,99.23,148.18
80,228,BS INTERDISIPLINARY STUDIES,CAIS,68.5,48.4,44.12,34.54,72.9,61.37,268.46,53.692,116.9,107.44
81,233,BS INTERDISIPLINARY STUDIES,CAIS,70.75,48.4,44.12,63.45,33.69,61.37,260.41,52.082,119.15,97.14
82,322,BS CRIMINOLOGY,CCJE,52.9,61.11,51.68,79.96,43.49,61.37,289.14,57.828,114.01,123.45
83,348,BS CRIMINOLOGY,CCJE,44.05,77.12,29.96,75.28,79.78,61.37,306.19,61.238,121.17,155.06
84,391,BS CRIMINOLOGY,CCJE,63.53,61.11,44.12,44.18,63.1,61.37,276.04,55.208,124.64,107.28
85,428,BS CRIMINOLOGY,CCJE,68.5,54.75,59.25,53.82,26.06,61.37,262.38,52.476,123.25,79.88
86,434,BS CRIMINOLOGY,CCJE,58.56,82.26,24.36,63.45,53.29,61.37,281.92,56.384,140.82,116.74
87,437,BS CRIMINOLOGY,CCJE,68.5,71.99,66.81,34.54,15.15,61.37,256.99,51.398,140.49,49.69
88,546,BS CIVIL ENGINEERING,COE,52.9,71.99,59.25,24.91,79.78,61.37,288.83,57.766,124.89,104.69
89,724,BS GEODETIC ENGINEERING,COE,66.01,30.03,85.06,24.91,53.29,61.37,259.3,51.86,96.04,78.2
90,781,BS MECHANICAL ENGINEERING,COE,61.05,30.03,59.25,70.61,72.9,61.37,293.84,58.768,91.08,143.51
91,824,BS SANITARY ENGINEERING,COE,49.95,48.4,51.68,63.45,87.72,61.37,301.2,60.24,98.35,151.17
92,879,BS AGRICULTURE,CFES,61.05,48.4,59.25,70.61,43.49,61.37,282.8,56.56,109.45,114.1
93,940,BS HOME ECONOMICS,CHE,66.01,61.11,24.36,70.61,53.29,61.37,275.38,55.076,127.12,123.9
94,1053,BS COMPUTER SCIENCE,CCS,63.53,61.11,66.81,18.16,63.1,61.37,272.71,54.542,124.64,81.26
95,1090,BS COMPUTER SCIENCE,CCS,74.8,35.7,72.66,34.54,26.06,61.37,243.76,48.752,110.5,60.6
96,1127,BS INFORMATION TECHNOLOGY,CCS,61.05,42.05,51.68,70.61,63.1,61.37,288.49,57.698,103.1,133.71
97,1143,BS INFORMATION TECHNOLOGY,CCS,78.85,66.85,44.12,10.45,33.69,61.37,233.96,46.792,145.7,44.14
98,1159,BS INFORMATION TECHNOLOGY,CCS,52.9,66.85,51.68,53.82,72.9,61.37,298.15,59.63,119.75,126.72
99,1211,BA ENGLISH,CLA,63.53,54.75,59.25,24.91,72.9,61.37,275.34,55.068,118.28,97.81
100,1234,BA ENGLISH,CLA,70.75,42.05,59.25,53.82,33.69,61.37,259.56,51.912,112.8,87.51
101,1242,BA ENGLISH,CLA,55.84,77.12,66.81,24.91,53.29,61.37,277.97,55.594,132.96,78.2
102,1289,BA FILIPINO ,CLA,47.0,82.26,59.25,18.16,83.75,61.37,290.42,58.084,129.26,101.91
103,1297,BA FILIPINO ,CLA,74.8,48.4,36.55,44.18,43.49,61.37,247.42,49.484,123.2,87.67
104,1311,BA JOURNALISM,CLA,44.05,42.05,66.81,92.22,53.29,61.37,298.42,59.684,86.1,145.51
105,1328,BA JOURNALISM,CLA,55.84,30.03,72.66,84.63,43.49,61.37,286.65,57.33,85.87,128.12
106,1334,BA JOURNALISM,CLA,70.75,61.11,51.68,34.54,33.69,61.37,251.77,50.354,131.86,68.23
107,1351,BA POLITICAL SCIENCE,CLA,47.0,66.85,59.25,63.45,72.9,61.37,309.45,61.89,113.85,136.35
108,1368,BA POLITICAL SCIENCE,CLA,58.56,48.4,72.66,63.45,43.49,61.37,286.56,57.312,106.96,106.94
109,1378,BA POLITICAL SCIENCE,CLA,72.78,42.05,76.79,53.82,9.69,61.37,255.13,51.026,114.83,63.51
110,1386,BA POLITICAL SCIENCE,CLA,41.05,66.85,72.66,79.96,43.49,61.37,304.01,60.802,107.9,123.45
111,1391,BA POLITICAL SCIENCE,CLA,68.5,77.12,24.36,24.91,63.1,61.37,257.99,51.598,145.62,88.01
112,1423,BA POLITICAL SCIENCE,CLA,55.84,48.4,66.81,63.45,63.1,61.37,297.6,59.52,104.24,126.55
113,1428,BA POLITICAL SCIENCE,CLA,58.56,61.11,44.12,44.18,79.78,61.37,287.75,57.55,119.67,123.96
114,1465,BS BROAD,CLA,68.5,54.75,29.96,44.18,72.9,61.37,270.29,54.058,123.25,117.08
115,1493,BA HISTORY,CLA,58.56,87.4,24.36,70.61,33.69,61.37,274.62,54.924,145.96,104.3
116,1527,BA HISTORY,CLA,63.53,61.11,36.55,10.45,95.65,61.37,267.29,53.458,124.64,106.1
117,1537,BA HISTORY,CLA,63.53,48.4,44.12,53.82,72.9,61.37,282.77,56.554,111.93,126.72
118,1666,BS ECONOMICS,CLA,70.75,35.7,36.55,34.54,83.75,61.37,261.29,52.258,106.45,118.29
119,1701,BS ECONOMICS,CLA,61.05,48.4,36.55,70.61,72.9,61.37,289.51,57.902,109.45,143.51
120,1748,BS ECONOMICS,CLA,58.56,35.7,59.25,84.63,43.49,61.37,281.63,56.326,94.26,128.12
121,2012,BS NURSING,CN,68.5,35.7,44.12,44.18,79.78,61.37,272.28,54.456,104.2,123.96
122,2124,BACHELOR OF PHYSICAL EDUCATION,CSSPE,70.75,66.85,24.36,44.18,53.29,61.37,259.43,51.886,137.6,97.47
123,2126,BACHELOR OF PHYSICAL EDUCATION,CSSPE,68.5,61.11,36.55,44.18,53.29,61.37,263.63,52.726,129.61,97.47
124,2140,BACHELOR OF PHYSICAL EDUCATION,CSSPE,66.01,82.26,44.12,44.18,20.6,61.37,257.17,51.434,148.27,64.78
125,2158,BACHELOR OF PHYSICAL EDUCATION,CSSPE,49.95,25.06,72.66,44.18,97.87,61.37,289.72,57.944,75.01,142.05
126,2169,BACHELOR OF PHYSICAL EDUCATION,CSSPE,72.78,35.7,51.68,63.45,33.69,61.37,257.3,51.46,108.48,97.14
127,2172,BACHELOR OF PHYSICAL EDUCATION,CSSPE,52.9,71.99,59.25,24.91,79.78,61.37,288.83,57.766,124.89,104.69
128,2379,BS CHEMISTRY,CSM,66.01,66.85,66.81,44.18,20.6,61.37,264.45,52.89,132.86,64.78
129,2438,BS PHYSICS,CSM,58.56,42.05,59.25,75.28,53.29,61.37,288.43,57.686,100.61,128.57
130,2461,BS STATISTICS,CSM,66.01,71.99,29.96,53.82,43.49,61.37,265.27,53.054,138.0,97.31
131,2493,BS COMMUNITY DEVELOPMENT,CSWCD,47.0,61.11,76.79,63.45,53.29,61.37,301.64,60.328,108.11,116.74
132,2512,BS COMMUNITY DEVELOPMENT,CSWCD,70.75,35.7,66.81,34.54,53.29,61.37,261.09,52.218,106.45,87.83
133,2525,BS SOCIAL WORK,CSWCD,55.84,25.06,80.93,84.63,33.69,61.37,280.15,56.03,80.9,118.32
134,2564,BS SOCIAL WORK,CSWCD,68.5,35.7,59.25,63.45,43.49,61.37,270.39,54.078,104.2,106.94
135,2587,BACHELOR OF CULTURE AND ARTS EDUCATION,CTE,63.53,61.11,44.12,53.82,53.29,61.37,275.87,55.174,124.64,107.11
136,5,BS AGRICULTURE,College of Agriculture,68.5,54.75,36.55,70.61,43.49,62.48,273.9,54.78,123.25,114.1
137,8,BS AGRICULTURE,College of Agriculture,58.56,87.4,80.93,34.54,9.69,62.48,271.12,54.224,145.96,44.23
138,13,BS AGRICULTURE,College of Agriculture,58.56,54.75,59.25,53.82,72.9,62.48,299.28,59.856,113.31,126.72
139,35,BS FOOD TECHNOLOGY,College of Agriculture,68.5,77.12,36.55,44.18,33.69,62.48,260.04,52.008,145.62,77.87
140,53,BS ARCHITECTURE,College of Architecture,55.84,35.7,66.81,92.22,33.69,62.48,284.26,56.852,91.54,125.91
141,60,BS ARCHITECTURE,College of Architecture,68.5,35.7,13.15,92.22,63.1,62.48,272.67,54.534,104.2,155.32
142,77,BS ARCHITECTURE,College of Architecture,63.53,87.4,29.96,44.18,43.49,62.48,268.56,53.712,150.93,87.67
143,160,BS ARCHITECTURE,College of Architecture,58.56,48.4,51.68,34.54,91.68,62.48,284.86,56.972,106.96,126.22
144,191,BACHELOR OF ARTS IN ASIAN STUDIES,CAIS,61.05,66.85,44.12,63.45,53.29,62.48,288.76,57.752,127.9,116.74
145,197,BACHELOR OF ARTS IN ASIAN STUDIES,CAIS,47.0,77.12,66.81,53.82,63.1,62.48,307.85,61.57,124.12,116.92
146,223,BS INTERDISIPLINARY STUDIES,CAIS,55.84,42.05,66.81,75.28,63.1,62.48,303.08,60.616,97.89,138.38
147,227,BS INTERDISIPLINARY STUDIES,CAIS,72.78,77.12,59.25,6.59,43.49,62.48,259.23,51.846,149.9,50.08
148,313,BS CRIMINOLOGY,CCJE,68.5,54.75,36.55,63.45,53.29,62.48,276.54,55.308,123.25,116.74
149,315,BS CRIMINOLOGY,CCJE,76.83,54.75,36.55,63.45,20.6,62.48,252.18,50.436,131.58,84.05
150,384,BS CRIMINOLOGY,CCJE,41.05,35.7,51.68,97.95,43.49,62.48,269.87,53.974,76.75,141.44
151,407,BS CRIMINOLOGY,CCJE,58.56,71.99,51.68,70.61,33.69,62.48,286.53,57.306,130.55,104.3
152,412,BS CRIMINOLOGY,CCJE,82.02,71.99,36.55,24.91,9.69,62.48,225.16,45.032,154.01,34.6
153,417,BS CRIMINOLOGY,CCJE,41.05,77.12,66.81,63.45,72.9,62.48,321.33,64.266,118.17,136.35
154,433,BS CRIMINOLOGY,CCJE,61.05,71.99,18.75,63.45,79.78,62.48,295.02,59.004,133.04,143.23
155,447,BS CRIMINOLOGY,CCJE,68.5,71.99,36.55,44.18,43.49,62.48,264.71,52.942,140.49,87.67
156,663,BS ELECTRICAL ENGINEERING,COE,61.05,30.03,44.12,53.82,95.65,62.48,284.67,56.934,91.08,149.47
157,814,BS MECHANICAL ENGINEERING,COE,58.56,42.05,44.12,63.45,87.72,62.48,295.9,59.18,100.61,151.17
158,904,BS FORESTRY,CFES,68.5,48.4,66.81,63.45,26.06,62.48,273.22,54.644,116.9,89.51
159,915,BS HOME ECONOMICS,CHE,52.9,77.12,85.06,24.91,33.69,62.48,273.68,54.736,130.02,58.6
160,941,BS HOME ECONOMICS,CHE,63.53,48.4,44.12,75.28,53.29,62.48,284.62,56.924,111.93,128.57
161,972,BS NUTRITION AND DIETETICS,CHE,49.95,66.85,66.81,63.45,63.1,62.48,310.16,62.032,116.8,126.55
162,978,BS NUTRITION AND DIETETICS,CHE,61.05,61.11,51.68,63.45,53.29,62.48,290.58,58.116,122.16,116.74
163,1014,BS HOSPITALITY MANAGEMENT,CHE,52.9,71.99,29.96,89.31,43.49,62.48,287.65,57.53,124.89,132.8
164,1017,BS HOSPITALITY MANAGEMENT,CHE,86.35,30.03,36.55,6.59,72.9,62.48,232.42,46.484,116.38,79.49
165,1129,BS INFORMATION TECHNOLOGY,CCS,72.78,61.11,51.68,44.18,26.06,62.48,255.81,51.162,133.89,70.24
166,1177,BS INFORMATION TECHNOLOGY,CCS,55.84,82.26,18.75,70.61,72.9,62.48,300.36,60.072,138.1,143.51
167,1219,BA ENGLISH,CLA,74.8,71.99,36.55,18.16,43.49,62.48,244.99,48.998,146.79,61.65
168,1239,BA ENGLISH,CLA,58.56,54.75,66.81,63.45,53.29,62.48,296.86,59.372,113.31,116.74
169,1260,BA ENGLISH,CLA,63.53,71.99,24.36,44.18,79.78,62.48,283.84,56.768,135.52,123.96
170,1313,BA JOURNALISM,CLA,76.83,15.12,72.66,53.82,43.49,62.48,261.92,52.384,91.95,97.31
171,1319,BA JOURNALISM,CLA,52.9,71.99,72.66,63.45,33.69,62.48,294.69,58.938,124.89,97.14
172,1330,BA JOURNALISM,CLA,74.8,71.99,44.12,24.91,26.06,62.48,241.88,48.376,146.79,50.97
173,1390,BA POLITICAL SCIENCE,CLA,68.5,61.11,76.79,14.31,43.49,62.48,264.2,52.84,129.61,57.8
174,1395,BA POLITICAL SCIENCE,CLA,52.9,82.26,80.93,14.31,53.29,62.48,283.69,56.738,135.16,67.6
175,1468,BS BROAD,CLA,61.05,54.75,51.68,70.61,53.29,62.48,291.38,58.276,115.8,123.9
176,1485,BA JOURNALISM,CLA,55.84,66.85,72.66,53.82,43.49,62.48,292.66,58.532,122.69,97.31
177,1495,BA HISTORY,CLA,47.0,77.12,85.06,44.18,33.69,62.48,287.05,57.41,124.12,77.87
178,1504,BA HISTORY,CLA,66.01,48.4,80.93,53.82,20.6,62.48,269.76,53.952,114.41,74.42
179,1511,BA HISTORY,CLA,63.53,71.99,59.25,53.82,26.06,62.48,274.65,54.93,135.52,79.88
180,1526,BA HISTORY,CLA,49.95,48.4,51.68,92.22,53.29,62.48,295.54,59.108,98.35,145.51
181,1535,BA HISTORY,CLA,58.56,87.4,36.55,24.91,72.9,62.48,280.32,56.064,145.96,97.81
182,1565,BA HISTORY,CLA,66.01,42.05,36.55,53.82,83.75,62.48,282.18,56.436,108.06,137.57
183,1567,BA HISTORY,CLA,83.47,20.09,51.68,18.16,63.1,62.48,236.5,47.3,103.56,81.26
184,1692,BS ECONOMICS,CLA,72.78,71.99,29.96,63.45,20.6,62.48,258.78,51.756,144.77,84.05
185,1708,BS ECONOMICS,CLA,66.01,35.7,59.25,53.82,72.9,62.48,287.68,57.536,101.71,126.72
186,1717,BS ECONOMICS,CLA,55.84,66.85,76.79,24.91,63.1,62.48,287.49,57.498,122.69,88.01
187,1746,BS ECONOMICS,CLA,55.84,71.99,72.66,34.54,53.29,62.48,288.32,57.664,127.83,87.83
188,1752,BS PSYCHOLOGY,CLA,78.85,48.4,51.68,79.96,1.06,62.48,259.95,51.99,127.25,81.02
189,1824,BS PSYCHOLOGY,CLA,66.01,61.11,24.36,89.31,26.06,62.48,266.85,53.37,127.12,115.37
190,1986,BS NURSING,CN,47.0,71.99,66.81,53.82,72.9,62.48,312.52,62.504,118.99,126.72
191,2125,BACHELOR OF PHYSICAL EDUCATION,CSSPE,49.95,90.94,29.96,63.45,63.1,62.48,297.4,59.48,140.89,126.55
192,2146,BACHELOR OF PHYSICAL EDUCATION,CSSPE,41.05,77.12,59.25,79.96,53.29,62.48,310.67,62.134,118.17,133.25
193,2164,BACHELOR OF PHYSICAL EDUCATION,CSSPE,70.75,54.75,72.66,24.91,33.69,62.48,256.76,51.352,125.5,58.6
194,2182,BACHELOR OF PHYSICAL EDUCATION,CSSPE,28.82,82.26,66.81,63.45,87.72,62.48,329.06,65.812,111.08,151.17
195,2197,BACHELOR OF PHYSICAL EDUCATION,CSSPE,78.85,25.06,66.81,53.82,26.06,62.48,250.6,50.12,103.91,79.88
196,2246,BS BIOLOGY,CSM,58.56,54.75,80.93,44.18,43.49,62.48,281.91,56.382,113.31,87.67
197,2391,BS CHEMISTRY,CSM,41.05,54.75,80.93,79.96,53.29,62.48,309.98,61.996,95.8,133.25
198,2424,BS MATHEMATICS,CSM,61.05,35.7,59.25,70.61,72.9,62.48,299.51,59.902,96.75,143.51
199,2427,BS PHYSICS,CSM,31.88,82.26,44.12,93.38,53.29,62.48,304.93,60.986,114.14,146.67
200,2454,BS STATISTICS,CSM,70.75,35.7,59.25,70.61,33.69,62.48,270.0,54.0,106.45,104.3
201,2455,BS STATISTICS,CSM,66.01,61.11,36.55,53.82,63.1,62.48,280.59,56.118,127.12,116.92
202,2477,BS COMMUNITY DEVELOPMENT,CSWCD,66.01,66.85,51.68,34.54,53.29,62.48,272.37,54.474,132.86,87.83
203,2489,BS COMMUNITY DEVELOPMENT,CSWCD,72.78,48.4,18.75,70.61,63.1,62.48,273.64,54.728,121.18,133.71
204,2551,BS SOCIAL WORK,CSWCD,66.01,77.12,24.36,70.61,33.69,62.48,271.79,54.358,143.13,104.3
205,2571,BS SOCIAL WORK,CSWCD,68.5,61.11,51.68,34.54,53.29,62.48,269.12,53.824,129.61,87.83
206,2614,BACHELOR OF CULTURE AND ARTS EDUCATION,CTE,55.84,87.4,51.68,34.54,53.29,62.48,282.75,56.55,143.24,87.83
207,2661,BACHELOR IN ELEMENTARY EDUCATION,CTE,78.85,20.09,29.96,70.61,63.1,62.48,262.61,52.522,98.94,133.71
208,2669,BACHELOR IN ELEMENTARY EDUCATION,CTE,58.56,66.85,66.81,63.45,33.69,62.48,289.36,57.872,125.41,97.14
209,2832,BACHELOR OF SPECIAL NEEDS EDUCATION,CTE,70.75,77.12,51.68,6.59,63.1,62.48,269.24,53.848,147.87,69.69
210,14,BS AGRICULTURE,College of Agriculture,61.05,48.4,89.19,44.18,33.69,63.6,276.51,55.302,109.45,77.87
211,36,BS AGRIBUSINESS,College of Agriculture,74.8,66.85,36.55,18.16,63.1,63.6,259.46,51.892,141.65,81.26
212,42,BS ARCHITECTURE,College of Architecture,63.53,54.75,66.81,53.82,53.29,63.6,292.2,58.44,118.28,107.11
213,52,BS ARCHITECTURE,College of Architecture,49.95,77.12,72.66,34.54,72.9,63.6,307.17,61.434,127.07,107.44
214,56,BS ARCHITECTURE,College of Architecture,68.5,48.4,66.81,34.54,63.1,63.6,281.35,56.27,116.9,97.64
215,105,BS ARCHITECTURE,College of Architecture,37.99,61.11,85.06,84.63,43.49,63.6,312.28,62.456,99.1,128.12
216,146,BS ARCHITECTURE,College of Architecture,61.05,82.26,66.81,44.18,26.06,63.6,280.36,56.072,143.31,70.24
217,170,BS ARCHITECTURE,College of Architecture,44.05,61.11,85.06,70.61,53.29,63.6,314.12,62.824,105.16,123.9
218,174,BS ARCHITECTURE,College of Architecture,52.9,61.11,85.06,24.91,72.9,63.6,296.88,59.376,114.01,97.81
