,Course,College,Pr1,Pr2,Pr3,Pr4,Pr5,Oapr,SUM,AVG,English,Quanty
110,ABMC-BROAD,CLA,55.84,48.4,51.68,70.61,63.1,60.09,289.63,57.926,104.24,133.71
111,ABMC-JOURN,CLA,66.01,42.05,66.81,63.45,26.06,60.09,264.38,52.876,108.06,89.51
112,BAHISTORY,CLA,68.5,48.4,36.55,44.18,63.1,60.09,260.73,52.146,116.9,107.28
113,BAHISTORY,CLA,31.88,71.99,72.66,53.82,83.75,60.09,314.1,62.82,103.87,137.57
114,BAHISTORY,CLA,58.56,66.85,51.68,24.91,72.9,60.09,274.9,54.98,125.41,97.81
115,BAHISTORY,CLA,63.53,35.7,51.68,34.54,83.75,60.09,269.2,53.84,99.23,118.29
116,BAHISTORY,CLA,55.84,82.26,36.55,24.91,72.9,60.09,272.46,54.492,138.1,97.81
117,BAHISTORY,CLA,49.95,42.05,85.06,53.82,53.29,60.09,284.17,56.834,92.0,107.11
118,BAHISTORY,CLA,55.84,82.26,59.25,10.45,72.9,60.09,280.7,56.14,138.1,83.35
119,BS ECO,CLA,70.75,66.85,7.54,70.61,43.49,60.09,259.24,51.848,137.6,114.1
120,BS ECO,CLA,41.05,66.85,59.25,79.96,53.29,60.09,300.4,60.08,107.9,133.25
121,BS ECO,CLA,55.84,54.75,59.25,53.82,63.1,60.09,286.76,57.352,110.59,116.92
122,BS PSYCH,CLA,70.75,15.12,76.79,14.31,83.75,60.09,260.72,52.144,85.87,98.06
123,AB ENG,CLA,63.53,54.75,59.25,24.91,72.9,61.37,275.34,55.068,118.28,97.81
124,AB ENG,CLA,70.75,42.05,59.25,53.82,33.69,61.37,259.56,51.912,112.8,87.51
125,AB ENG,CLA,55.84,77.12,66.81,24.91,53.29,61.37,277.97,55.594,132.96,78.2
126,AB FIL,CLA,47.0,82.26,59.25,18.16,83.75,61.37,290.42,58.084,129.26,101.91
127,AB FIL,CLA,74.8,48.4,36.55,44.18,43.49,61.37,247.42,49.484,123.2,87.67
128,AB JOURN,CLA,44.05,42.05,66.81,92.22,53.29,61.37,298.42,59.684,86.1,145.51
129,AB JOURN,CLA,55.84,30.03,72.66,84.63,43.49,61.37,286.65,57.33,85.87,128.12
130,AB JOURN,CLA,70.75,61.11,51.68,34.54,33.69,61.37,251.77,50.354,131.86,68.23
131,AB POLSCI,CLA,47.0,66.85,59.25,63.45,72.9,61.37,309.45,61.89,113.85,136.35
132,AB POLSCI,CLA,58.56,48.4,72.66,63.45,43.49,61.37,286.56,57.312,106.96,106.94
133,AB POLSCI,CLA,72.78,42.05,76.79,53.82,9.69,61.37,255.13,51.026,114.83,63.51
134,AB POLSCI,CLA,41.05,66.85,72.66,79.96,43.49,61.37,304.01,60.802,107.9,123.45
135,AB POLSCI,CLA,68.5,77.12,24.36,24.91,63.1,61.37,257.99,51.598,145.62,88.01
136,AB POLSCI,CLA,55.84,48.4,66.81,63.45,63.1,61.37,297.6,59.52,104.24,126.55
137,AB POLSCI,CLA,58.56,61.11,44.12,44.18,79.78,61.37,287.75,57.55,119.67,123.96
138,ABMC-BROAD,CLA,68.5,54.75,29.96,44.18,72.9,61.37,270.29,54.058,123.25,117.08
139,BAHISTORY,CLA,58.56,87.4,24.36,70.61,33.69,61.37,274.62,54.924,145.96,104.3
140,BAHISTORY,CLA,63.53,61.11,36.55,10.45,95.65,61.37,267.29,53.458,124.64,106.1
141,BAHISTORY,CLA,63.53,48.4,44.12,53.82,72.9,61.37,282.77,56.554,111.93,126.72
142,BS ECO,CLA,70.75,35.7,36.55,34.54,83.75,61.37,261.29,52.258,106.45,118.29
143,BS ECO,CLA,61.05,48.4,36.55,70.61,72.9,61.37,289.51,57.902,109.45,143.51
144,BS ECO,CLA,58.56,35.7,59.25,84.63,43.49,61.37,281.63,56.326,94.26,128.12
145,AB ENG,CLA,74.8,71.99,36.55,18.16,43.49,62.48,244.99,48.998,146.79,61.65
146,AB ENG,CLA,58.56,54.75,66.81,63.45,53.29,62.48,296.86,59.372,113.31,116.74
147,AB ENG,CLA,63.53,71.99,24.36,44.18,79.78,62.48,283.84,56.768,135.52,123.96
148,AB JOURN,CLA,76.83,15.12,72.66,53.82,43.49,62.48,261.92,52.384,91.95,97.31
149,AB JOURN,CLA,52.9,71.99,72.66,63.45,33.69,62.48,294.69,58.938,124.89,97.14
150,AB JOURN,CLA,74.8,71.99,44.12,24.91,26.06,62.48,241.88,48.376,146.79,50.97
151,AB POLSCI,CLA,68.5,61.11,76.79,14.31,43.49,62.48,264.2,52.84,129.61,57.8
152,AB POLSCI,CLA,52.9,82.26,80.93,14.31,53.29,62.48,283.69,56.738,135.16,67.6
153,ABMC-BROAD,CLA,61.05,54.75,51.68,70.61,53.29,62.48,291.38,58.276,115.8,123.9
154,ABMC-JOURN,CLA,55.84,66.85,72.66,53.82,43.49,62.48,292.66,58.532,122.69,97.31
155,BAHISTORY,CLA,47.0,77.12,85.06,44.18,33.69,62.48,287.05,57.41,124.12,77.87
156,BAHISTORY,CLA,66.01,48.4,80.93,53.82,20.6,62.48,269.76,53.952,114.41,74.42
157,BAHISTORY,CLA,63.53,71.99,59.25,53.82,26.06,62.48,274.65,54.93,135.52,79.88
158,BAHISTORY,CLA,49.95,48.4,51.68,92.22,53.29,62.48,295.54,59.108,98.35,145.51
159,BAHISTORY,CLA,58.56,87.4,36.55,24.91,72.9,62.48,280.32,56.064,145.96,97.81
160,BAHISTORY,CLA,66.01,42.05,36.55,53.82,83.75,62.48,282.18,56.436,108.06,137.57
161,BAHISTORY,CLA,83.47,20.09,51.68,18.16,63.1,62.48,236.5,47.3,103.56,81.26
162,BS ECO,CLA,72.78,71.99,29.96,63.45,20.6,62.48,258.78,51.756,144.77,84.05
163,BS ECO,CLA,66.01,35.7,59.25,53.82,72.9,62.48,287.68,57.536,101.71,126.72
164,BS ECO,CLA,55.84,66.85,76.79,24.91,63.1,62.48,287.49,57.498,122.69,88.01
165,BS ECO,CLA,55.84,71.99,72.66,34.54,53.29,62.48,288.32,57.664,127.83,87.83
166,BS PSYCH,CLA,78.85,48.4,51.68,79.96,1.06,62.48,259.95,51.99,127.25,81.02
167,BS PSYCH,CLA,66.01,61.11,24.36,89.31,26.06,62.48,266.85,53.37,127.12,115.37
168,AB ENG,CLA,58.56,54.75,29.96,79.96,79.78,63.6,303.01,60.602,113.31,159.74
169,AB ENG,CLA,58.56,48.4,80.93,44.18,63.1,63.6,295.17,59.034,106.96,107.28
170,AB ENG,CLA,76.83,30.03,44.12,70.61,43.49,63.6,265.08,53.016,106.86,114.1
171,AB FIL,CLA,68.5,54.75,72.66,24.91,53.29,63.6,274.11,54.822,123.25,78.2
172,AB FIL,CLA,63.53,61.11,59.25,44.18,63.1,63.6,291.17,58.234,124.64,107.28
173,AB FIL,CLA,58.56,87.4,51.68,34.54,53.29,63.6,285.47,57.094,145.96,87.83
174,AB FIL,CLA,61.05,42.05,66.81,63.45,72.9,63.6,306.26,61.252,103.1,136.35
175,AB JOURN,CLA,66.01,48.4,76.79,79.96,9.69,63.6,280.85,56.17,114.41,89.65
176,AB JOURN,CLA,72.78,54.75,44.12,53.82,43.49,63.6,268.96,53.792,127.53,97.31
177,AB POLSCI,CLA,49.95,54.75,66.81,34.54,95.65,63.6,301.7,60.34,104.7,130.19
178,AB POLSCI,CLA,55.84,66.85,80.93,14.31,79.78,63.6,297.71,59.542,122.69,94.09
179,ABMC-BROAD,CLA,70.75,82.26,36.55,53.82,20.6,63.6,263.98,52.796,153.01,74.42
180,ABMC-JOURN,CLA,44.05,77.12,76.79,63.45,53.29,63.6,314.7,62.94,121.17,116.74
181,BAHISTORY,CLA,72.78,71.99,44.12,34.54,33.69,63.6,257.12,51.424,144.77,68.23
182,BAHISTORY,CLA,52.9,48.4,89.19,18.16,83.75,63.6,292.4,58.48,101.3,101.91
183,BAHISTORY,CLA,61.05,71.99,72.66,34.54,43.49,63.6,283.73,56.746,133.04,78.03
184,BAHISTORY,CLA,70.75,66.85,44.12,18.16,72.9,63.6,272.78,54.556,137.6,91.06
185,BS ECO,CLA,49.95,90.94,24.36,70.61,72.9,63.6,308.76,61.752,140.89,143.51
186,BS ECO,CLA,68.5,77.12,13.15,70.61,53.29,63.6,282.67,56.534,145.62,123.9
187,BS ECO,CLA,74.8,66.85,44.12,34.54,33.69,63.6,254.0,50.8,141.65,68.23
188,BS ECO,CLA,80.58,71.99,44.12,14.31,26.06,63.6,237.06,47.412,152.57,40.37
189,AB ENG,CLA,70.75,71.99,66.81,18.16,43.49,64.72,271.2,54.24,142.74,61.65
190,AB ENG,CLA,52.9,42.05,80.93,53.82,83.75,64.72,313.45,62.69,94.95,137.57
191,AB ENG,CLA,66.01,61.11,44.12,75.28,43.49,64.72,290.01,58.002,127.12,118.77
192,AB ENG,CLA,63.53,61.11,66.81,34.54,72.9,64.72,298.89,59.778,124.64,107.44
193,AB JOURN,CLA,61.05,87.4,36.55,14.31,87.72,64.72,287.03,57.406,148.45,102.03
194,AB POLSCI,CLA,52.9,66.85,59.25,53.82,83.75,64.72,316.57,63.314,119.75,137.57
195,AB POLSCI,CLA,49.95,71.99,72.66,79.96,33.69,64.72,308.25,61.65,121.94,113.65
196,ABMC-BROAD,CLA,61.05,77.12,44.12,63.45,53.29,64.72,299.03,59.806,138.17,116.74
197,ABMC-BROAD,CLA,55.84,48.4,72.66,75.28,63.1,64.72,315.28,63.056,104.24,138.38
198,ABMC-BROAD,CLA,52.9,54.75,89.19,44.18,63.1,64.72,304.12,60.824,107.65,107.28
199,BAHISTORY,CLA,55.84,66.85,51.68,53.82,83.75,64.72,311.94,62.388,122.69,137.57
200,BSN,CN,80.58,54.75,36.55,10.45,43.49,60.09,225.82,45.164,135.33,53.94
201,BSN,CN,68.5,35.7,44.12,44.18,79.78,61.37,272.28,54.456,104.2,123.96
202,BSN,CN,47.0,71.99,66.81,53.82,72.9,62.48,312.52,62.504,118.99,126.72
203,BSN,CN,78.85,87.4,44.12,6.59,26.06,63.6,243.02,48.604,166.25,32.65
204,BSN,CN,52.9,61.11,51.68,84.63,72.9,65.83,323.22,64.644,114.01,157.53
205,BSN,CN,72.78,35.7,51.68,75.28,63.1,66.95,298.54,59.708,108.48,138.38
206,BSN,CN,72.78,66.85,44.12,70.61,43.49,68.07,297.85,59.57,139.63,114.1
207,BSN,CN,70.75,71.99,44.12,53.82,63.1,68.07,303.78,60.756,142.74,116.92
208,BSN,CN,76.83,77.12,51.68,34.54,33.69,68.07,273.86,54.772,153.95,68.23
209,BSN,CN,52.9,48.4,80.93,75.28,79.78,68.07,337.29,67.458,101.3,155.06
210,BSN,CN,74.8,66.85,59.25,34.54,53.29,68.07,288.73,57.746,141.65,87.83
211,BSN,CN,72.78,87.4,18.75,70.61,53.29,69.19,302.83,60.566,160.18,123.9
212,BSN,CN,70.75,54.75,66.81,75.28,43.49,69.19,311.08,62.216,125.5,118.77
213,BSN,CN,76.83,82.26,36.55,24.91,63.1,69.19,283.65,56.73,159.09,88.01
214,BSN,CN,72.78,48.4,72.66,75.28,43.49,70.3,312.61,62.522,121.18,118.77
215,BSN,CN,82.02,54.75,66.81,18.16,63.1,70.3,284.84,56.968,136.77,81.26
216,BSN,CN,23.4,42.05,94.84,98.29,72.9,72.43,331.48,66.296,65.45,171.19
217,BSN,CN,84.91,42.05,59.25,63.45,43.49,72.43,293.15,58.63,126.96,106.94
218,BSN,CN,74.8,48.4,51.68,53.82,91.68,72.43,320.38,64.076,123.2,145.5
219,BSN,CN,49.95,92.88,72.66,63.45,79.78,72.43,358.72,71.744,142.83,143.23
220,BSN,CN,72.78,87.4,76.79,24.91,43.49,72.43,305.37,61.074,160.18,68.4
221,BSN,CN,74.8,54.75,76.79,75.28,33.69,72.43,315.31,63.062,129.55,108.97
222,BSN,CN,68.5,71.99,44.12,70.61,83.75,72.43,338.97,67.794,140.49,154.36
223,BSN,CN,74.8,87.4,44.12,75.28,43.49,74.25,325.09,65.018,162.2,118.77
224,BSN,CN,86.35,66.85,72.66,44.18,26.06,75.16,296.1,59.22,153.2,70.24
225,BSN,CN,78.85,87.4,66.81,24.91,72.9,76.07,330.87,66.174,166.25,97.81
226,BSN,CN,76.83,54.75,72.66,84.63,63.1,76.98,351.97,70.394,131.58,147.73
227,BSN,CN,82.02,92.88,59.25,44.18,33.69,76.98,312.02,62.404,174.9,77.87
228,BSN,CN,70.75,87.4,59.25,75.28,72.9,76.98,365.58,73.116,158.15,148.18
229,BSN,CN,78.85,66.85,80.93,53.82,63.1,76.98,343.55,68.71,145.7,116.92
230,BSN,CN,58.56,92.88,85.06,75.28,63.1,77.9,374.88,74.976,151.44,138.38
231,BSN,CN,63.53,82.26,85.06,75.28,79.78,78.81,385.91,77.182,145.79,155.06
232,BSN,CN,92.71,92.88,36.55,10.45,43.49,78.81,276.08,55.216,185.59,53.94
233,BSN,CN,74.8,87.4,72.66,75.28,53.29,78.81,363.43,72.686,162.2,128.57
234,BSN,CN,87.6,77.12,59.25,10.45,87.72,78.81,322.14,64.428,164.72,98.17
235,BSN,CN,78.85,61.11,72.66,75.28,79.78,78.81,367.68,73.536,139.96,155.06
236,BSN,CN,76.83,54.75,59.25,63.45,98.34,78.81,352.62,70.524,131.58,161.79
237,BSN,CN,78.85,87.4,80.93,34.54,72.9,79.72,354.62,70.924,166.25,107.44
238,BSN,CN,80.58,66.85,66.81,79.96,79.78,80.63,373.98,74.796,147.43,159.74
239,BSN,CN,84.91,66.85,72.66,24.91,91.68,80.63,341.01,68.202,151.76,116.59
240,BSN,CN,84.91,82.26,51.68,70.61,63.1,80.63,352.56,70.512,167.17,133.71
241,BSN,CN,70.75,77.12,94.84,63.45,63.1,80.63,369.26,73.852,147.87,126.55
242,BSN,CN,66.01,87.4,80.93,84.63,79.78,81.43,398.75,79.75,153.41,164.41
243,BSN,CN,76.83,71.99,76.79,79.96,79.78,81.43,385.35,77.07,148.82,159.74
244,BSN,CN,88.66,87.4,89.19,10.45,53.29,82.12,328.99,65.798,176.06,63.74
245,BSN,CN,78.85,71.99,76.79,75.28,83.75,82.12,386.66,77.332,150.84,159.03
246,BSN,CN,72.78,54.75,93.41,75.28,87.72,82.12,383.94,76.788,127.53,163.0
247,BSN,CN,80.58,82.26,66.81,44.18,95.65,82.12,369.48,73.896,162.84,139.83
248,BSN,CN,88.66,77.12,59.25,44.18,79.78,82.12,348.99,69.798,165.78,123.96
249,BSN,CN,78.85,77.12,76.79,79.96,72.9,82.12,385.62,77.124,155.97,152.86
250,BSN,CN,74.8,90.94,36.55,79.96,97.87,82.81,380.12,76.024,165.74,177.83
251,BSN,CN,72.78,71.99,76.79,79.96,95.65,82.81,397.17,79.434,144.77,175.61
252,BSN,CN,86.35,87.4,76.79,63.45,43.49,82.81,357.48,71.496,173.75,106.94
253,BSN,CN,82.02,82.26,36.55,79.96,95.65,83.5,376.44,75.288,164.28,175.61
254,BSN,CN,82.02,71.99,66.81,89.31,79.78,83.5,389.91,77.982,154.01,169.09
255,BSN,CN,82.02,90.94,72.66,53.82,83.75,83.5,383.19,76.638,172.96,137.57
256,BSN,CN,63.53,92.88,91.97,79.96,79.78,83.5,408.12,81.624,156.41,159.74
257,BSN,CN,80.58,82.26,72.66,89.31,63.1,83.5,387.91,77.582,162.84,152.41
258,BSN,CN,82.02,90.94,44.12,84.63,83.75,84.19,385.46,77.092,172.96,168.38
259,BSN,CN,58.56,61.11,85.06,98.97,79.78,84.19,383.48,76.696,119.67,178.75
260,BSN,CN,86.35,66.85,93.41,70.61,43.49,84.19,360.71,72.142,153.2,114.1
261,BSN,CN,82.02,87.4,51.68,92.22,72.9,84.19,386.22,77.244,169.42,165.12
262,BSN,CN,87.6,71.99,91.97,34.54,72.9,84.19,359.0,71.8,159.59,107.44
263,BSN,CN,78.85,90.94,76.79,79.96,72.9,84.19,399.44,79.888,169.79,152.86
264,BSN,CN,83.47,90.94,80.93,53.82,79.78,84.88,388.94,77.788,174.41,133.6
265,BSN,CN,83.47,77.12,66.81,93.38,63.1,84.88,383.88,76.776,160.59,156.48
266,BSN,CN,86.35,66.85,76.79,70.61,87.72,84.88,388.32,77.664,153.2,158.33
267,BSN,CN,88.66,87.4,36.55,84.63,72.9,84.88,370.14,74.028,176.06,157.53
268,BSN,CN,92.71,77.12,72.66,44.18,72.9,85.57,359.57,71.914,169.83,117.08
269,BSN,CN,84.91,71.99,36.55,84.63,98.34,85.57,376.42,75.284,156.9,182.97
270,BSN,CN,80.58,87.4,89.19,79.96,63.1,85.57,400.23,80.046,167.98,143.06
271,BSN,CN,88.66,71.99,76.79,75.28,72.9,85.57,385.62,77.124,160.65,148.18
272,BSN,CN,83.47,77.12,80.93,75.28,83.75,85.57,400.55,80.11,160.59,159.03
273,BSN,CN,74.8,77.12,93.41,70.61,91.68,85.57,407.62,81.524,151.92,162.29
274,BSN,CN,86.35,92.88,76.79,70.61,63.1,86.26,389.73,77.946,179.23,133.71
275,BSN,CN,91.83,94.82,72.66,34.54,53.29,86.26,347.14,69.428,186.65,87.83
276,BSN,CN,80.58,71.99,85.06,89.31,83.75,86.26,410.69,82.138,152.57,173.06
277,BSN,CN,83.47,61.11,91.97,79.96,83.75,86.26,400.26,80.052,144.58,163.71
278,BSN,CN,90.77,87.4,85.06,44.18,63.1,86.95,370.51,74.102,178.17,107.28
279,BSN,CN,96.52,71.99,66.81,34.54,63.1,86.95,332.96,66.592,168.51,97.64
280,BSN,CN,91.83,77.12,72.66,75.28,63.1,86.95,379.99,75.998,168.95,138.38
281,BSN,CN,90.77,71.99,93.41,70.61,43.49,87.64,370.27,74.054,162.76,114.1
282,BSN,CN,94.11,92.88,44.12,53.82,72.9,87.64,357.83,71.566,186.99,126.72
283,BSN,CN,87.6,92.88,59.25,53.82,95.65,87.64,389.2,77.84,180.48,149.47
284,BSN,CN,86.35,94.82,89.19,63.45,53.29,87.64,387.1,77.42,181.17,116.74
285,BSN,CN,89.71,61.11,66.81,89.31,87.72,87.64,394.66,78.932,150.82,177.03
286,BSN,CN,78.85,92.88,59.25,93.38,87.72,87.64,412.08,82.416,171.73,181.1
287,BSN,CN,90.77,82.26,76.79,53.82,83.75,87.64,387.39,77.478,173.03,137.57
288,BSN,CN,91.83,82.26,89.19,53.82,53.29,87.64,370.39,74.078,174.09,107.11
289,BSN,CN,76.83,87.4,89.19,89.31,87.72,88.22,430.45,86.09,164.23,177.03
290,BSN,CN,92.71,71.99,59.25,70.61,91.68,88.22,386.24,77.248,164.7,162.29
291,BSN,CN,94.11,71.99,89.19,24.91,79.78,88.22,359.98,71.996,166.1,104.69
292,BSN,CN,83.47,98.7,59.25,84.63,79.78,88.22,405.83,81.166,182.17,164.41
293,BSN,CN,89.71,35.7,96.28,93.38,53.29,88.7,368.36,73.672,125.41,146.67
294,BSN,CN,82.02,71.99,80.93,93.38,91.68,88.7,420.0,84.0,154.01,185.06
295,BSN,CN,86.35,87.4,89.19,79.96,72.9,88.7,415.8,83.16,173.75,152.86
296,BSN,CN,88.66,90.94,76.79,79.96,72.9,88.7,409.25,81.85,179.6,152.86
297,BSN,CN,91.83,66.85,91.97,84.63,43.49,88.7,378.77,75.754,158.68,128.12
298,BSN,CN,83.47,94.82,59.25,79.96,95.65,88.7,413.15,82.63,178.29,175.61
299,BSN,CN,93.41,82.26,72.66,63.45,83.75,89.17,395.53,79.106,175.67,147.2
300,BEED,CTE,44.05,82.26,36.55,75.28,53.29,60.09,291.43,58.286,126.31,128.57
301,BCAE,CTE,63.53,61.11,44.12,53.82,53.29,61.37,275.87,55.174,124.64,107.11
302,BCAE,CTE,55.84,87.4,51.68,34.54,53.29,62.48,282.75,56.55,143.24,87.83
303,BEED,CTE,78.85,20.09,29.96,70.61,63.1,62.48,262.61,52.522,98.94,133.71
304,BEED,CTE,58.56,66.85,66.81,63.45,33.69,62.48,289.36,57.872,125.41,97.14
305,BSNE,CTE,70.75,77.12,51.68,6.59,63.1,62.48,269.24,53.848,147.87,69.69
306,BCAE,CTE,76.83,48.4,72.66,34.54,20.6,63.6,253.03,50.606,125.23,55.14
307,BEED,CTE,61.05,77.12,29.96,53.82,72.9,63.6,294.85,58.97,138.17,126.72
308,BEED,CTE,70.75,48.4,66.81,34.54,53.29,63.6,273.79,54.758,119.15,87.83
309,BEED,CTE,61.05,48.4,51.68,79.96,79.78,66.95,320.87,64.174,109.45,159.74
310,BEED,CTE,80.58,66.85,29.96,44.18,43.49,66.95,265.06,53.012,147.43,87.67
311,BEED,CTE,80.58,35.7,36.55,70.61,53.29,66.95,276.73,55.346,116.28,123.9
312,BSNE,CTE,76.83,82.26,44.12,24.91,33.69,66.95,261.81,52.362,159.09,58.6
313,BEED,CTE,70.75,87.4,66.81,44.18,20.6,68.07,289.74,57.948,158.15,64.78
314,BCAE,CTE,72.78,66.85,66.81,70.61,26.06,69.19,303.11,60.622,139.63,96.67
315,BEED,CTE,80.58,87.4,3.34,53.82,72.9,69.19,298.04,59.608,167.98,126.72
316,BEED,CTE,66.01,54.75,80.93,63.45,53.29,69.19,318.43,63.686,120.76,116.74
317,BSNE,CTE,55.84,66.85,59.25,84.63,72.9,69.19,339.47,67.894,122.69,157.53
318,BEED,CTE,66.01,71.99,59.25,53.82,79.78,70.3,330.85,66.17,138.0,133.6
319,BSNE,CTE,76.83,42.05,44.12,79.96,63.1,70.3,306.06,61.212,118.88,143.06
320,BEED,CTE,68.5,77.12,36.55,79.96,63.1,71.42,325.23,65.046,145.62,143.06
321,BEED,CTE,61.05,66.85,72.66,89.31,43.49,71.42,333.36,66.672,127.9,132.8
322,BSNE,CTE,72.78,48.4,72.66,75.28,53.29,71.42,322.41,64.482,121.18,128.57
323,BSNE,CTE,58.56,66.85,76.79,84.63,53.29,71.42,340.12,68.024,125.41,137.92
324,BCAE,CTE,66.01,42.05,80.93,84.63,63.1,72.43,336.72,67.344,108.06,147.73
325,BEED,CTE,74.8,61.11,44.12,70.61,79.78,72.43,330.42,66.084,135.91,150.39
326,BCAE,CTE,68.5,82.26,89.19,44.18,33.69,73.34,317.82,63.564,150.76,77.87
327,BEED,CTE,74.8,61.11,85.06,18.16,79.78,73.34,318.91,63.782,135.91,97.94
328,BSNE,CTE,76.83,90.94,72.66,34.54,26.06,73.34,301.03,60.206,167.77,60.6
329,BSNE,CTE,66.01,90.94,72.66,53.82,53.29,73.34,336.72,67.344,156.95,107.11
330,BSNE,CTE,78.85,82.26,72.66,18.16,53.29,73.34,305.22,61.044,161.11,71.45
331,BSNE,CTE,52.9,54.75,89.19,75.28,87.72,73.34,359.84,71.968,107.65,163.0
332,BEED,CTE,72.78,61.11,59.25,84.63,63.1,74.25,340.87,68.174,133.89,147.73
333,BEED,CTE,78.85,42.05,89.19,44.18,63.1,74.25,317.37,63.474,120.9,107.28
334,BSNE,CTE,72.78,90.94,66.81,34.54,63.1,74.25,328.17,65.634,163.72,97.64
335,BSNE,CTE,66.01,92.88,66.81,34.54,79.78,74.25,340.02,68.004,158.89,114.32
336,BSNE,CTE,78.85,30.03,72.66,44.18,95.65,74.25,321.37,64.274,108.88,139.83
337,BCAE,CTE,66.01,82.26,59.25,79.96,72.9,75.16,360.38,72.076,148.27,152.86
338,BEED,CTE,68.5,61.11,80.93,79.96,63.1,75.16,353.6,70.72,129.61,143.06
339,BEED,CTE,74.8,92.88,72.66,34.54,43.49,75.16,318.37,63.674,167.68,78.03
340,BSNE,CTE,76.83,71.99,98.58,10.45,26.06,75.16,283.91,56.782,148.82,36.51
341,BSNE,CTE,74.8,77.12,66.81,63.45,63.1,75.16,345.28,69.056,151.92,126.55
342,BEED,CTE,72.78,87.4,66.81,53.82,72.9,76.07,353.71,70.742,160.18,126.72
343,BEED,CTE,80.58,61.11,76.79,53.82,63.1,76.07,335.4,67.08,141.69,116.92
344,BEED,CTE,74.8,66.85,76.79,34.54,87.72,76.07,340.7,68.14,141.65,122.26
345,BEED,CTE,66.01,77.12,80.93,84.63,43.49,76.07,352.18,70.436,143.13,128.12
346,BEED,CTE,74.8,61.11,59.25,70.61,87.72,76.07,353.49,70.698,135.91,158.33
347,BSED VEDUC,CTE,68.5,54.75,91.97,70.61,72.9,76.07,358.73,71.746,123.25,143.51
348,BSNE,CTE,80.58,82.26,44.12,63.45,63.1,76.07,333.51,66.702,162.84,126.55
349,BEED,CTE,86.35,54.75,66.81,63.45,53.29,76.98,324.65,64.93,141.1,116.74
350,BSED VEDUC,CTE,78.85,61.11,85.06,79.96,26.06,76.98,331.04,66.208,139.96,106.02
351,BSED VEDUC,CTE,87.6,61.11,44.12,63.45,63.1,76.98,319.38,63.876,148.71,126.55
352,BSED VEDUC,CTE,74.8,87.4,76.79,70.61,33.69,76.98,343.29,68.658,162.2,104.3
353,BSNE,CTE,86.35,71.99,51.68,63.45,43.49,76.98,316.96,63.392,158.34,106.94
354,BSNE,CTE,80.58,48.4,66.81,75.28,79.78,76.98,350.85,70.17,128.98,155.06
355,BSNE,CTE,84.91,71.99,72.66,24.91,63.1,76.98,317.57,63.514,156.9,88.01
356,BEED,CTE,74.8,82.26,59.25,84.63,53.29,77.9,354.23,70.846,157.06,137.92
357,BEED,CTE,72.78,87.4,80.93,79.96,26.06,77.9,347.13,69.426,160.18,106.02
358,BEED,CTE,61.05,71.99,89.19,89.31,63.1,77.9,374.64,74.928,133.04,152.41
359,BEED,CTE,63.53,77.12,93.41,75.28,53.29,77.9,362.63,72.526,140.65,128.57
360,BEED,CTE,91.83,61.11,80.93,6.59,53.29,77.9,293.75,58.75,152.94,59.88
361,BSNE,CTE,74.8,48.4,72.66,84.63,83.75,77.9,364.24,72.848,123.2,168.38
362,BSNE,CTE,70.75,71.99,72.66,89.31,63.1,77.9,367.81,73.562,142.74,152.41
363,BEED,CTE,74.8,61.11,72.66,79.96,83.75,78.81,372.28,74.456,135.91,163.71
364,BEED,CTE,78.85,82.26,44.12,92.22,43.49,78.81,340.94,68.188,161.11,135.71
365,BEED,CTE,84.91,71.99,85.06,24.91,53.29,78.81,320.16,64.032,156.9,78.2
366,BSNE,CTE,86.35,54.75,80.93,34.54,72.9,78.81,329.47,65.894,141.1,107.44
367,BEED,CTE,87.6,82.26,72.66,44.18,33.69,79.72,320.39,64.078,169.86,77.87
368,BEED,CTE,76.83,61.11,85.06,63.45,83.75,79.72,370.2,74.04,137.94,147.2
369,BSED VEDUC,CTE,86.35,87.4,36.55,44.18,79.78,79.72,334.26,66.852,173.75,123.96
370,BSNE,CTE,90.77,54.75,59.25,24.91,83.75,79.72,313.43,62.686,145.52,108.66
371,BSNE,CTE,89.71,77.12,76.79,24.91,33.69,79.72,302.22,60.444,166.83,58.6
372,BSNE,CTE,70.75,98.7,80.93,44.18,53.29,79.72,347.85,69.57,169.45,97.47
373,BEED,CTE,86.35,61.11,66.81,70.61,72.9,80.63,357.78,71.556,147.46,143.51
374,BEED,CTE,88.66,71.99,44.12,44.18,83.75,80.63,332.7,66.54,160.65,127.93
375,BSED,CTE,90.77,82.26,51.68,18.16,72.9,80.63,315.77,63.154,173.03,91.06
376,BSNE,CTE,72.78,82.26,85.06,79.96,53.29,80.63,373.35,74.67,155.04,133.25
377,BSNE,CTE,76.83,35.7,93.41,79.96,79.78,80.63,365.68,73.136,112.53,159.74
378,BEED,CTE,68.5,82.26,85.06,70.61,87.72,81.43,394.15,78.83,150.76,158.33
379,BEED,CTE,86.35,82.26,72.66,34.54,72.9,81.43,348.71,69.742,168.61,107.44
380,BEED,CTE,80.58,94.82,89.19,44.18,26.06,81.43,334.83,66.966,175.4,70.24
381,BEED,CTE,87.6,54.75,72.66,79.96,53.29,81.43,348.26,69.652,142.35,133.25
382,BEED,CTE,78.85,87.4,91.97,24.91,72.9,81.43,356.03,71.206,166.25,97.81
