,Unnamed: 0.1,Unnamed: 0,Course,College,Graduated,SCHOOL,Pr1,Pr2,Pr3,Pr4,Pr5,Oapr,Numerical_School,Numerical_Course
0,0,0,BS NURSING,CN,1,BUNGUIAO NATIONAL HIGH SCHOOL,87.6,92.88,80.93,84.63,83.75,90.6,0,0
1,1,1,BS NURSING,CN,1,NOTRE DAME OF BONGAO,83.47,87.4,72.66,79.96,91.68,87.64,1,0
2,2,2,BS NURSING,CN,1,CLARET HIGH SCHOOL,87.6,92.88,80.93,94.54,87.72,92.9,2,0
3,3,3,BS NURSING,CN,1,PILAR COLLEGE,96.08,90.94,85.06,92.22,79.78,94.79,3,0
4,4,4,BS NURSING,CN,1,CLARET HIGH SCHOOL ZAMBOANGA,99.14,96.76,93.41,34.54,98.34,97.46,4,0
5,5,5,BS NURSING,CN,1,AYALA NATIONAL HIGH SCHOOL,99.14,98.7,97.72,96.87,97.87,99.3,5,0
6,6,6,BS NURSING,CN,1,PILAR COLLEGE,52.9,48.4,80.93,75.28,79.78,68.07,3,0
7,7,7,BS NURSING,CN,1,IMMACULATE CONCEPTION ARCHDIOCESAN SCHOOL,86.35,77.12,93.41,44.18,83.75,86.95,6,0
8,8,8,BS NURSING,CN,1,WESTERN MINDANAO STATE UNIVERSITY,86.35,90.94,93.41,84.63,83.75,91.56,7,0
9,9,9,BS NURSING,CN,1,WESTERN MINDANAO STATE UNIVERSITY,96.95,96.76,76.79,84.63,79.78,95.1,7,0
10,10,10,BS NURSING,CN,1,WESTERN MINDANAO STATE UNIVERSITY,91.83,94.82,91.97,84.63,79.78,93.53,7,0
11,11,11,BS NURSING,CN,1,IMMACULATE CONCEPTION ARCHDIOCESAN SCHOOL,74.8,54.75,76.79,75.28,33.69,72.43,6,0
12,12,12,BS NURSING,CN,1,WESTERN MINDANAO STATE UNIVERSITY,93.41,94.82,97.72,89.31,63.1,95.1,7,0
13,13,13,BS NURSING,CN,1,UNIVERSIDAD DE ZAMBOANGA SENIOR HIGH SCHOOL,93.41,66.85,91.97,44.18,95.65,90.6,8,0
14,14,14,BS NURSING,CN,1,WESTERN MINDANAO STATE UNIVERSITY,95.51,94.82,85.06,24.91,87.72,92.51,7,0
15,15,15,BS NURSING,CN,1,WESTERN MINDANAO STATE UNIVERSITY,91.83,94.82,72.66,34.54,53.29,86.26,7,0
16,16,16,BS NURSING,CN,1,NOTRE DAME OF JOLO COLLEGE,98.17,92.88,80.93,94.54,87.72,96.9,9,0
17,17,17,BS NURSING,CN,1,WESTERN MINDANAO STATE UNIVERSITY,98.41,94.82,85.06,92.22,87.72,97.09,7,0
18,18,18,BS NURSING,CN,1,ZAMBOANGA CHONG HUA HIGH SCHOOL,97.83,77.12,99.14,98.29,72.9,98.05,10,0
19,19,19,BS NURSING,CN,1,REGIONAL SCIENCE HIGH SCHOOL,87.6,71.99,76.79,63.45,83.75,84.88,11,0
20,20,20,BS NURSING,CN,1,CLARET HIGH SCHOOL ZAMBOANGA,98.65,87.4,85.06,84.63,98.34,97.09,4,0
21,21,21,BS NURSING,CN,1,PILAR COLLEGE,99.93,92.88,98.86,96.87,95.65,99.68,3,0
22,22,22,BS NURSING,CN,1,MONTESSORI DE ZAMBOANGA,99.74,99.7,98.86,99.2,99.28,99.86,12,0
23,23,23,BS NURSING,CN,1,NONE,23.4,42.05,94.84,98.29,72.9,72.43,13,0
24,24,24,BS NURSING,CN,1,REGIONAL SCIENCE HIGH SCHOOL,93.41,87.4,99.43,84.63,95.65,96.54,11,0
25,25,25,BS CRIMINOLOGY,CCJE,0,SOUTHERN CITY COLLEGES,70.75,42.05,51.68,34.54,83.75,64.72,14,1
26,26,26,BS CRIMINOLOGY,CCJE,0,SYSTEM TECHNOLOGY INSTITUTE,78.85,87.4,76.79,53.82,79.78,81.43,15,1
27,27,27,BS CRIMINOLOGY,CCJE,0,"BRENT HOSPITAL AND COLLEGES, INC.",95.51,92.88,99.43,98.29,83.75,98.31,16,1
28,28,28,BS CRIMINOLOGY,CCJE,0,NONE,93.41,90.94,66.81,44.18,95.65,90.13,13,1
29,29,29,BS CRIMINOLOGY,CCJE,0,AYALA NATIONAL HIGH SCHOOL,68.5,54.75,36.55,63.45,53.29,62.48,5,1
30,30,30,BS CRIMINOLOGY,CCJE,0,COMPUTER TECHNOLOGY INSTITUTE,55.84,90.94,59.25,70.61,79.78,72.43,17,1
31,31,31,BS CRIMINOLOGY,CCJE,0,WESTERN MINDANAO STATE UNIVERSITY,80.58,77.12,59.25,70.61,53.29,76.98,7,1
32,32,32,BS CRIMINOLOGY,CCJE,0,AYALA NATIONAL HIGH SCHOOL,70.75,92.88,85.06,75.28,72.9,82.81,5,1
33,33,33,BS CRIMINOLOGY,CCJE,0,MARIA CLARA LOBREGAT NATIONAL HIGH SCHOOL,68.5,87.4,59.25,53.82,72.9,73.34,18,1
34,34,34,BS CRIMINOLOGY,CCJE,0,SOUTHERN CITY COLLEGES,61.05,48.4,80.93,53.82,43.49,63.6,14,1
35,35,35,BS CRIMINOLOGY,CCJE,0,ATENEO DE ZAMBOANGA UNIVERSITY,90.77,92.88,80.93,89.31,87.72,92.9,19,1
36,36,36,BS CRIMINOLOGY,CCJE,0,ZAMBOANGA CITY STATE POLYTECHNIC COLLEGE,72.78,82.26,76.79,34.54,91.68,78.81,20,1
37,37,37,BS CRIMINOLOGY,CCJE,0,SOUTHERN CITY COLLEGES,82.02,87.4,36.55,14.31,20.6,65.83,14,1
38,38,38,BS CRIMINOLOGY,CCJE,0,IMELDA-ESU,74.8,66.85,76.79,63.45,72.9,76.07,21,1
39,39,39,BS CRIMINOLOGY,CCJE,0,SOUTHERN CITY COLLEGES,86.35,71.99,94.84,98.29,53.29,92.51,14,1
40,40,40,BS CRIMINOLOGY,CCJE,0,SOUTHERN CITY COLLEGES,78.85,71.99,80.93,84.63,83.75,84.19,14,1
41,41,41,BS CRIMINOLOGY,CCJE,0,ZAMBOANGA CITY STATE POLYTECHNIC COLLEGE,96.08,96.76,80.93,97.62,79.78,96.54,20,1
42,42,42,BS CRIMINOLOGY,CCJE,0,PILAR COLLEGE,87.6,90.94,85.06,92.22,91.68,92.51,3,1
43,43,43,BS CRIMINOLOGY,CCJE,0,SOUTHERN CITY COLLEGES,68.5,98.7,36.55,44.18,79.78,75.16,14,1
44,44,44,BS CRIMINOLOGY,CCJE,0,AYALA NATIONAL HIGH SCHOOL,55.84,82.26,66.81,44.18,33.69,62.48,5,1
45,45,45,BS CRIMINOLOGY,CCJE,0,IMMACULATE CONCEPTION ARCHDIOCESAN SCHOOL,87.6,25.06,24.36,70.61,83.75,72.43,6,1
46,46,46,BS CRIMINOLOGY,CCJE,0,WESTERN MINDANAO STATE UNIVERSITY,68.5,66.85,76.79,14.31,63.1,65.83,7,1
47,47,47,BS CRIMINOLOGY,CCJE,0,CLARET HIGH SCHOOL ZAMBOANGA,89.71,82.26,59.25,84.63,79.78,87.64,4,1
48,48,48,BS CRIMINOLOGY,CCJE,0,WESTERN MINDANAO STATE UNIVERSITY,76.83,54.75,44.12,95.71,72.9,78.81,7,1
49,49,49,BS CRIMINOLOGY,CCJE,0,SOUTHERN CITY COLLEGES,87.6,71.99,72.66,14.31,91.68,81.43,14,1
50,50,50,BS BIOLOGY,CSM,1,CLARET COLLEGE OF ISABELA,93.41,48.4,72.66,18.16,91.68,83.5,22,2
51,51,51,BS BIOLOGY,CSM,1,WESTERN MINDANAO STATE UNIVERSITY,88.66,94.82,93.41,53.82,79.78,90.6,7,2
52,52,52,BS BIOLOGY,CSM,1,IMMACULATE CONCEPTION ARCHDIOCESAN SCHOOL,74.8,61.11,36.55,70.61,79.78,71.42,6,2
53,53,53,BS BIOLOGY,CSM,1,IMMACULATE CONCEPTION ARCHDIOCESAN SCHOOL,61.05,82.26,76.79,53.82,63.1,71.42,6,2
54,54,54,BS BIOLOGY,CSM,1,WESTERN MINDANAO STATE UNIVERSITY,90.77,92.88,91.97,79.96,53.29,91.08,7,2
55,55,55,BS BIOLOGY,CSM,1,COMPUTER TECHNOLOGY INSTITUTE,89.71,71.99,44.12,79.96,72.9,83.5,17,2
56,56,56,BS BIOLOGY,CSM,1,REGIONAL SCIENCE HIGH SCHOOL,99.89,96.76,99.43,99.47,95.65,99.87,11,2
57,57,57,BS BIOLOGY,CSM,1,NOTRE DAME OF JOLO COLLEGE,87.6,66.85,51.68,89.31,83.75,84.88,9,2
58,58,58,BS BIOLOGY,CSM,1,NONE,47.0,94.82,89.19,63.45,83.75,76.98,13,2
59,59,59,BS BIOLOGY,CSM,1,FILIPINO-TURKISH TOLERANCE HIGH SCHOOL,83.47,61.11,80.93,95.71,79.78,87.64,23,2
60,60,60,BS BIOLOGY,CSM,1,SOUTHERN CITY COLLEGES,58.56,61.11,91.97,79.96,63.1,74.25,14,2
61,61,61,BS BIOLOGY,CSM,1,AYALA NATIONAL HIGH SCHOOL,76.83,92.88,29.96,75.28,43.49,75.16,5,2
62,62,62,BS BIOLOGY,CSM,1,WESTERN MINDANAO STATE UNIVERSITY,95.51,90.94,96.28,98.29,87.72,97.64,7,2
63,63,63,BS BIOLOGY,CSM,1,BASILAN NATIONAL HIGH SCHOOL,88.66,96.76,59.25,18.16,79.78,84.19,24,2
64,64,64,BS BIOLOGY,CSM,1,SIRAWAI NATIONAL HIGH SCHOOL,92.71,96.76,89.19,75.28,91.68,94.16,25,2
65,65,65,BS BIOLOGY,CSM,1,WESTERN MINDANAO STATE UNIVERSITY,72.78,66.85,59.25,53.82,53.29,69.19,7,2
66,66,66,BS BIOLOGY,CSM,1,SAINT JOSEPH SCHOOL,88.66,71.99,91.97,97.62,63.1,92.03,26,2
67,67,67,BS BIOLOGY,CSM,1,UNIVERSIDAD DE ZAMBOANGA SENIOR HIGH SCHOOL,70.75,77.12,97.72,79.96,72.9,84.88,8,2
68,68,68,BS BIOLOGY,CSM,1,ZAMBOANGA CHONG HUA HIGH SCHOOL,66.01,71.99,76.79,84.63,72.9,76.98,10,2
69,69,69,BS BIOLOGY,CSM,1,CLARET HIGH SCHOOL ZAMBOANGA,68.5,66.85,80.93,89.31,97.87,83.5,4,2
70,70,70,BS BIOLOGY,CSM,1,PHILIPPINE  INTERNATIONAL SCHOOL-DOHA QATAR,72.78,66.85,80.93,70.61,53.29,75.16,27,2
71,71,71,BS BIOLOGY,CSM,1,WESTERN MINDANAO STATE UNIVERSITY,68.5,77.12,66.81,75.28,53.29,73.34,7,2
72,72,72,BS BIOLOGY,CSM,1,UNIVERSIDAD DE ZAMBOANGA,82.02,87.4,80.93,79.96,83.75,86.95,28,2
73,73,73,BS BIOLOGY,CSM,1,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,70.75,71.99,72.66,24.91,72.9,70.3,29,2
74,74,74,BS BIOLOGY,CSM,1,CULIANAN NATIONAL HIGH SCHOOL,86.35,71.99,59.25,63.45,63.1,79.72,30,2
75,75,75,BACHELOR OF SECONDARY EDUCATION,CTE,1,COLEGIO DE LA CIUDAD DE ZAMBOANGA,83.47,82.26,76.79,70.61,91.68,86.26,31,3
76,76,76,BACHELOR OF SECONDARY EDUCATION,CTE,1,COLEGIO DE LA CIUDAD DE ZAMBOANGA,93.41,92.88,80.93,44.18,72.9,89.65,31,3
77,77,77,BACHELOR OF SECONDARY EDUCATION,CTE,1,SANGALI NATIONAL HIGH SCHOOL,89.71,96.76,72.66,89.31,91.68,92.9,32,3
78,78,78,BACHELOR OF SECONDARY EDUCATION,CTE,1,BALIWASAN SENIOR HIGH SCHOOL - WEST,86.35,82.26,36.55,18.16,53.29,73.34,33,3
79,79,79,BACHELOR OF SECONDARY EDUCATION,CTE,1,MALUBAL NATIONAL HIGH SCHOOL,87.6,87.4,76.79,34.54,95.65,86.95,34,3
80,80,80,BACHELOR OF SECONDARY EDUCATION,CTE,1,CABALUAY NATIONAL HIGH SCHOOL,90.77,90.94,66.81,75.28,63.1,87.64,35,3
81,81,81,BACHELOR OF SECONDARY EDUCATION,CTE,1,PILAR COLLEGE,90.77,82.26,51.68,18.16,72.9,80.63,3,3
82,82,82,BACHELOR OF SECONDARY EDUCATION,CTE,1,CURUAN NATIONAL HIGH SCHOOL,90.77,94.82,80.93,79.96,91.68,92.9,36,3
83,83,83,BACHELOR OF SECONDARY EDUCATION,CTE,1,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,94.11,98.7,76.79,70.61,83.75,93.22,29,3
84,84,84,BACHELOR OF SECONDARY EDUCATION,CTE,1,XAVIER HIGH SCHOOL,92.71,71.99,66.81,79.96,53.29,86.26,37,3
85,85,85,BACHELOR OF SECONDARY EDUCATION,CTE,1,OLUTANGA NATIONAL HIGH SCHOOL,98.41,90.94,97.72,99.75,97.87,99.49,38,3
86,86,86,BACHELOR OF SECONDARY EDUCATION,CTE,1,WESTERN MINDANAO STATE UNIVERSITY,96.95,54.75,85.06,53.82,87.72,91.08,7,3
87,87,87,BACHELOR OF SECONDARY EDUCATION,CTE,1,SOUTHERN CITY COLLEGES,74.8,66.85,59.25,24.91,53.29,66.95,14,3
88,88,88,BACHELOR OF SECONDARY EDUCATION,CTE,1,WESTERN MINDANAO STATE UNIVERSITY,95.51,87.4,97.72,89.31,72.9,95.42,7,3
89,89,89,BACHELOR OF SECONDARY EDUCATION,CTE,1,SOUTHERN CITY COLLEGES,91.83,90.94,44.12,84.63,63.1,87.64,14,3
90,90,90,BACHELOR OF SECONDARY EDUCATION,CTE,1,MARIA CLARA LOBREGAT NATIONAL HIGH SCHOOL,76.83,82.26,89.19,89.31,87.72,87.64,18,3
91,91,91,BACHELOR OF SECONDARY EDUCATION,CTE,1,WESTERN MINDANAO STATE UNIVERSITY,82.02,90.94,94.84,93.38,95.65,93.22,7,3
92,92,92,BACHELOR OF SECONDARY EDUCATION,CTE,1,TALON-TALON NATIONAL HIGH SCHOOL,88.66,77.12,93.41,92.22,83.75,92.03,39,3
93,93,93,BACHELOR OF SECONDARY EDUCATION,CTE,1,ARENA BLANCO NATIONAL HIGH SCHOOL,76.83,87.4,91.97,75.28,79.78,85.57,40,3
94,94,94,BACHELOR OF SECONDARY EDUCATION,CTE,1,SYSTEM TECHNOLOGY INSTITUTE,83.47,77.12,66.81,79.96,63.1,82.12,15,3
95,95,95,BACHELOR OF SECONDARY EDUCATION,CTE,1,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,93.41,77.12,97.72,63.45,72.9,92.03,29,3
96,96,96,BACHELOR OF SECONDARY EDUCATION,CTE,1,LAPUYAN NATIONAL HIGH SCHOOL,95.51,77.12,76.79,79.96,83.75,92.03,41,3
97,97,97,BACHELOR OF SECONDARY EDUCATION,CTE,1,SYSTEM TECHNOLOGY INSTITUTE,90.77,77.12,72.66,44.18,72.9,84.19,15,3
98,98,98,BACHELOR OF SECONDARY EDUCATION,CTE,1,ICAS DE CALARIAN,70.75,87.4,66.81,18.16,91.68,75.16,42,3
99,99,99,BACHELOR OF SECONDARY EDUCATION,CTE,1,CAPISAN NATIONAL HIGH SCHOOL,76.83,92.88,91.97,89.31,53.29,86.95,43,3
100,100,100,BS SOCIAL WORK,CSWCD,1,WESTERN MINDANAO STATE UNIVERSITY,66.01,66.85,89.19,84.63,63.1,77.9,7,4
101,101,101,BS SOCIAL WORK,CSWCD,1,CLARET SCHOOL OF MALUSO,86.35,90.94,89.19,95.71,95.65,93.85,44,4
102,102,102,BS SOCIAL WORK,CSWCD,1,SINUNUC NATIONAL HIGH SCHOOL,68.5,35.7,59.25,63.45,43.49,61.37,45,4
103,103,103,BS SOCIAL WORK,CSWCD,1,ATENEO DE ZAMBOANGA UNIVERSITY,89.71,66.85,76.79,63.45,79.78,84.88,19,4
104,104,104,BS SOCIAL WORK,CSWCD,1,MABUHAY-ESU,63.53,71.99,76.79,24.91,72.9,68.07,46,4
105,105,105,BS SOCIAL WORK,CSWCD,1,JOSE RIZAL MEMORIAL STATE UNIVERSITY,88.66,61.11,44.12,70.61,43.49,76.98,47,4
106,106,106,BS SOCIAL WORK,CSWCD,1,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,74.8,71.99,80.93,94.54,79.78,84.88,29,4
107,107,107,BS SOCIAL WORK,CSWCD,1,UNIVERSIDAD DE ZAMBOANGA,34.94,71.99,80.93,79.96,63.1,64.72,28,4
108,108,108,BS SOCIAL WORK,CSWCD,1,SYSTEM TECHNOLOGY INSTITUTE,93.41,87.4,72.66,24.91,53.29,84.88,15,4
109,109,109,BS SOCIAL WORK,CSWCD,1,DON RAMON ENRIQUEZ MEMORIAL HIGH SCHOOL,68.5,66.85,59.25,24.91,43.49,62.48,48,4
110,110,110,BS SOCIAL WORK,CSWCD,1,WESTERN MINDANAO STATE UNIVERSITY,78.85,48.4,51.68,79.96,91.68,77.9,7,4
111,111,111,BS SOCIAL WORK,CSWCD,1,SYSTEM TECHNOLOGY INSTITUTE,63.53,42.05,85.06,79.96,79.78,73.34,15,4
112,112,112,BS SOCIAL WORK,CSWCD,1,BASILAN NATIONAL HIGH SCHOOL,74.8,94.82,85.06,63.45,79.78,84.19,24,4
113,113,113,BS SOCIAL WORK,CSWCD,1,SOUTHERN CITY COLLEGES,74.8,54.75,76.79,53.82,43.49,70.3,14,4
114,114,114,BS SOCIAL WORK,CSWCD,1,DON RAMON ENRIQUEZ MEMORIAL HIGH SCHOOL,63.53,42.05,80.93,44.18,72.9,65.83,48,4
115,115,115,BS SOCIAL WORK,CSWCD,1,SYSTEM TECHNOLOGY INSTITUTE,76.83,77.12,72.66,24.91,43.49,71.42,15,4
116,116,116,BS SOCIAL WORK,CSWCD,1,BASILAN NATIONAL HIGH SCHOOL,70.75,77.12,89.19,53.82,72.9,77.9,24,4
117,117,117,BS SOCIAL WORK,CSWCD,1,DIPLAHAN NATIONAL HIGH SCHOOL,76.83,77.12,89.19,79.96,79.78,84.19,49,4
118,118,118,BS SOCIAL WORK,CSWCD,1,BASILAN NATIONAL HIGH SCHOOL,74.8,66.85,29.96,14.31,63.1,61.37,24,4
119,119,119,BS SOCIAL WORK,CSWCD,1,CLARET SCHOOL OF LAMITAN,80.58,54.75,66.81,34.54,33.69,68.07,50,4
120,120,120,BS SOCIAL WORK,CSWCD,1,BASILAN NATIONAL HIGH SCHOOL,74.8,61.11,93.41,24.91,63.1,75.16,24,4
121,121,121,BS SOCIAL WORK,CSWCD,1,WESTERN MINDANAO STATE UNIVERSITY,84.91,90.94,91.97,89.31,53.29,89.17,7,4
122,122,122,BS SOCIAL WORK,CSWCD,1,FILIPINO-TURKISH TOLERANCE HIGH SCHOOL,80.58,77.12,51.68,70.61,43.49,75.16,23,4
123,123,123,BS SOCIAL WORK,CSWCD,1,ZAMBOANGA CITY ALLIANCE EVANGELICAL SCHOOL,76.83,82.26,89.19,75.28,53.29,82.12,51,4
124,124,124,BS SOCIAL WORK,CSWCD,1,UNIVERSIDAD DE ZAMBOANGA,89.71,77.12,91.97,53.82,72.9,87.64,28,4
125,125,125,BS INFORMATION TECHNOLOGY,CCS,1,AYALA NATIONAL HIGH SCHOOL,52.9,92.88,93.41,10.45,79.78,72.43,5,5
126,126,126,BS INFORMATION TECHNOLOGY,CCS,1,BALIWASAN SENIOR HIGH SCHOOL WEST,82.02,71.99,66.81,75.28,83.75,82.12,52,5
127,127,127,BS INFORMATION TECHNOLOGY,CCS,1,AYALA NATIONAL HIGH SCHOOL,68.5,66.85,51.68,44.18,53.29,64.72,5,5
128,128,128,BS INFORMATION TECHNOLOGY,CCS,1,VITALI NATIONAL HIGH SCHOOL,82.02,82.26,80.93,70.61,26.06,79.72,53,5
129,129,129,BS INFORMATION TECHNOLOGY,CCS,1,ZAMBOANGA HERMOSA YOUTH ACADEMY,63.53,30.03,66.81,75.28,53.29,62.48,54,5
130,130,130,BS INFORMATION TECHNOLOGY,CCS,1,BALIWASAN SENIOR HIGH SCHOOL WEST,72.78,48.4,76.79,75.28,72.9,74.25,52,5
131,131,131,BS INFORMATION TECHNOLOGY,CCS,1,JOSE RIZAL MEMORIAL STATE UNIVERSITY,72.78,66.85,66.81,70.61,83.75,76.07,47,5
132,132,132,BS INFORMATION TECHNOLOGY,CCS,1,CULIANAN NATIONAL HIGH SCHOOL,58.56,48.4,66.81,63.45,63.1,62.48,30,5
133,133,133,BS INFORMATION TECHNOLOGY,CCS,1,MARIA CLARA LOBREGAT NATIONAL HIGH SCHOOL,63.53,61.11,66.81,63.45,63.1,66.95,18,5
134,134,134,BS INFORMATION TECHNOLOGY,CCS,1,BALIGUIAN NATIONAL HIGH SCHOOL,68.5,66.85,66.81,93.38,72.9,77.9,55,5
135,135,135,BS INFORMATION TECHNOLOGY,CCS,1,WESTERN MINDANAO STATE UNIVERSITY,89.71,94.82,76.79,95.71,87.72,93.85,7,5
136,136,136,BS INFORMATION TECHNOLOGY,CCS,1,MABUHAY-ESU,47.0,48.4,72.66,94.54,72.9,69.19,46,5
137,137,137,BS INFORMATION TECHNOLOGY,CCS,1,UNIVERSIDAD DE ZAMBOANGA,66.01,54.75,85.06,18.16,72.9,66.95,28,5
138,138,138,BS INFORMATION TECHNOLOGY,CCS,1,PILAR COLLEGE,83.47,94.82,89.19,70.61,95.65,90.6,3,5
139,139,139,BS INFORMATION TECHNOLOGY,CCS,1,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,89.71,66.85,18.75,89.31,83.75,82.81,29,5
140,140,140,BS INFORMATION TECHNOLOGY,CCS,1,WESTERN MINDANAO STATE UNIVERSITY,96.08,54.75,93.41,44.18,79.78,90.13,7,5
141,141,141,BS INFORMATION TECHNOLOGY,CCS,1,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,76.83,87.4,89.19,44.18,72.9,81.43,29,5
142,142,142,BS INFORMATION TECHNOLOGY,CCS,1,ICAS DE CALARIAN,88.66,77.12,76.79,75.28,79.78,86.95,42,5
143,143,143,BS INFORMATION TECHNOLOGY,CCS,1,NONE,66.01,90.94,89.19,98.63,79.78,89.65,13,5
144,144,144,BS INFORMATION TECHNOLOGY,CCS,1,PILAR COLLEGE,66.01,54.75,51.68,44.18,91.68,68.07,3,5
145,145,145,BS INFORMATION TECHNOLOGY,CCS,1,IMMACULATE CONCEPTION ARCHDIOCESAN SCHOOL,72.78,66.85,29.96,34.54,33.69,60.09,6,5
146,146,146,BS INFORMATION TECHNOLOGY,CCS,1,RECODO NATIONAL HIGH SCHOOL,83.47,90.94,51.68,70.61,79.78,82.81,56,5
147,147,147,BS INFORMATION TECHNOLOGY,CCS,1,MERCEDES NATIONAL HIGH SCHOOL,89.71,77.12,66.81,44.18,53.29,81.43,57,5
148,148,148,BS INFORMATION TECHNOLOGY,CCS,1,AYALA NATIONAL HIGH SCHOOL,63.53,48.4,89.19,63.45,63.1,70.3,5,5
149,149,149,BS INFORMATION TECHNOLOGY,CCS,1,PILAR COLLEGE,91.83,66.85,93.41,63.45,95.65,91.08,3,5
150,150,150,BACHELOR OF ELEMENTARY EDUCATION,CTE,1,PAX HIGH SCHOOL,61.05,66.85,72.66,89.31,43.49,71.42,58,6
151,151,151,BACHELOR OF ELEMENTARY EDUCATION,CTE,1,SYSTEM TECHNOLOGY INSTITUTE,83.47,87.4,44.12,44.18,72.9,77.9,15,6
152,152,152,BACHELOR OF ELEMENTARY EDUCATION,CTE,1,SYSTEM TECHNOLOGY INSTITUTE,87.6,61.11,85.06,63.45,83.75,84.88,15,6
153,153,153,BACHELOR OF ELEMENTARY EDUCATION,CTE,1,WESTERN MINDANAO STATE UNIVERSITY,91.83,61.11,80.93,6.59,53.29,77.9,7,6
154,154,154,BACHELOR OF ELEMENTARY EDUCATION,CTE,1,MALUSO NATIONAL HIGH SCHOOL,83.47,90.94,85.06,53.82,20.6,80.63,59,6
155,155,155,BACHELOR OF ELEMENTARY EDUCATION,CTE,1,MALAMAWI NATIONAL HIGH SCHOOL,78.85,66.85,44.12,34.54,43.49,66.95,60,6
156,156,156,BACHELOR OF ELEMENTARY EDUCATION,CTE,1,WESTERN MINDANAO STATE UNIVERSITY,86.35,82.26,72.66,34.54,72.9,81.43,7,6
157,157,157,BACHELOR OF ELEMENTARY EDUCATION,CTE,1,WESTERN MINDANAO STATE UNIVERSITY,87.6,90.94,85.06,44.18,33.69,83.5,7,6
158,158,158,BACHELOR OF ELEMENTARY EDUCATION,CTE,1,WESTERN MINDANAO STATE UNIVERSITY,90.77,94.82,96.28,75.28,72.9,93.22,7,6
159,159,159,BACHELOR OF ELEMENTARY EDUCATION,CTE,1,SOUTHERN CITY COLLEGES,66.01,77.12,36.55,63.45,26.06,62.48,14,6
160,160,160,BACHELOR OF ELEMENTARY EDUCATION,CTE,1,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,94.11,87.4,59.25,44.18,87.72,88.7,29,6
161,161,161,BACHELOR OF ELEMENTARY EDUCATION,CTE,1,SYSTEM TECHNOLOGY INSTITUTE,83.47,54.75,76.79,53.82,95.65,82.12,15,6
162,162,162,BACHELOR OF ELEMENTARY EDUCATION,CTE,1,MANICAHAN NATIONAL HIGH SCHOOL,66.01,54.75,80.93,63.45,53.29,69.19,61,6
163,163,163,BACHELOR OF ELEMENTARY EDUCATION,CTE,1,ZAMBOANGA CITY STATE POLYTECHNIC COLLEGE,68.5,77.12,36.55,79.96,63.1,71.42,20,6
164,164,164,BACHELOR OF ELEMENTARY EDUCATION,CTE,1,BALIWASAN SENIOR HIGH SCHOOL WEST,84.91,71.99,80.93,53.82,83.75,83.5,52,6
165,165,165,BACHELOR OF ELEMENTARY EDUCATION,CTE,1,BALIGUIAN NATIONAL HIGH SCHOOL,78.85,42.05,89.19,44.18,63.1,74.25,55,6
166,166,166,BACHELOR OF ELEMENTARY EDUCATION,CTE,1,BALIWASAN SENIOR HIGH SCHOOL WEST,78.85,66.85,72.66,63.45,53.29,75.16,52,6
167,167,167,BACHELOR OF ELEMENTARY EDUCATION,CTE,1,WESTERN MINDANAO STATE UNIVERSITY,92.71,77.12,72.66,75.28,91.68,90.13,7,6
168,168,168,BACHELOR OF ELEMENTARY EDUCATION,CTE,1,MARIA CLARA LOBREGAT NATIONAL HIGH SCHOOL,89.71,61.11,89.19,63.45,72.9,85.57,18,6
169,169,169,BACHELOR OF ELEMENTARY EDUCATION,CTE,1,AYALA NATIONAL HIGH SCHOOL,78.85,82.26,76.79,44.18,91.68,82.12,5,6
170,170,170,BACHELOR OF ELEMENTARY EDUCATION,CTE,1,CLARET HIGH SCHOOL,80.58,35.7,36.55,70.61,53.29,66.95,2,6
171,171,171,BACHELOR OF ELEMENTARY EDUCATION,CTE,1,SINUNUC NATIONAL HIGH SCHOOL,92.71,90.94,89.19,84.63,83.75,93.22,45,6
172,172,172,BACHELOR OF ELEMENTARY EDUCATION,CTE,1,WESTERN MINDANAO STATE UNIVERSITY,78.85,66.85,66.81,75.28,79.78,78.81,7,6
173,173,173,BACHELOR OF ELEMENTARY EDUCATION,CTE,1,MANICAHAN NATIONAL HIGH SCHOOL,66.01,94.82,80.93,70.61,79.78,81.43,61,6
174,174,174,BACHELOR OF ELEMENTARY EDUCATION,CTE,1,BOLONG NATIONAL HIGH SCHOOL,61.05,71.99,89.19,89.31,63.1,77.9,62,6
175,175,175,BS COMMUNITY DEVELOPMENT,CSWCD,1,SYSTEM TECHNOLOGY INSTITUTE,74.8,77.12,72.66,53.82,20.6,70.3,15,7
176,176,176,BS COMMUNITY DEVELOPMENT,CSWCD,1,NONE,87.6,71.99,72.66,34.54,79.78,81.43,13,7
177,177,177,BS COMMUNITY DEVELOPMENT,CSWCD,1,BALIWASAN SENIOR HIGH SCHOOL WEST,70.75,48.4,36.55,44.18,53.29,60.09,52,7
178,178,178,BS COMMUNITY DEVELOPMENT,CSWCD,1,MARIA CLARA LOBREGAT NATIONAL HIGH SCHOOL,70.75,25.06,44.12,79.96,72.9,64.72,18,7
