,Unnamed: 0.1,Unnamed: 0,Course,College,Graduated,SCHOOL,Pr1,Pr2,Pr3,Pr4,Pr5,Oapr,Numerical_School,Numerical_Course
1115,1115,1115,BS ENVIRONMENTAL SCIENCE,CFES,1,AYALA NATIONAL HIGH SCHOOL,68.5,66.85,72.66,63.45,79.78,73.34,5,44
1116,1116,1116,BS ENVIRONMENTAL SCIENCE,CFES,1,WESTERN MINDANAO STATE UNIVERSITY,68.5,30.03,66.81,44.18,98.34,70.3,7,44
1117,1117,1117,BS ENVIRONMENTAL SCIENCE,CFES,1,CLARET HIGH SCHOOL,76.83,66.85,44.12,14.31,83.75,68.07,2,44
1118,1118,1118,BS ENVIRONMENTAL SCIENCE,CFES,1,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,74.8,54.75,66.81,75.28,79.78,75.16,29,44
1119,1119,1119,BS ENVIRONMENTAL SCIENCE,CFES,1,IMMACULATE CONCEPTION ARCHDIOCESAN SCHOOL,87.6,92.88,76.79,70.61,83.75,88.7,6,44
1120,1120,1120,BS ENVIRONMENTAL SCIENCE,CFES,1,MABUHAY NATIONAL HIGH SCHOOL,66.01,71.99,66.81,84.63,79.78,76.07,130,44
1121,1121,1121,BS ENVIRONMENTAL SCIENCE,CFES,1,AYALA NATIONAL HIGH SCHOOL,68.5,66.85,72.66,63.45,79.78,73.34,5,44
1122,1122,1122,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,1,MARCELO SPINOLA SCHOOL,58.56,71.99,59.25,24.91,63.1,61.37,71,45
1123,1123,1123,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,1,MARCELO SPINOLA SCHOOL,58.56,71.99,59.25,24.91,63.1,61.37,71,45
1124,1124,1124,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,1,MARCELO SPINOLA SCHOOL,82.02,77.12,72.66,63.45,95.65,84.19,71,45
1125,1125,1125,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,1,MARCELO SPINOLA SCHOOL,82.02,77.12,72.66,63.45,95.65,84.19,71,45
1126,1126,1126,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,1,MARCELO SPINOLA SCHOOL,68.5,48.4,85.06,89.31,43.49,74.25,71,45
1127,1127,1127,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,1,MARCELO SPINOLA SCHOOL,82.02,77.12,72.66,63.45,95.65,84.19,71,45
1128,1128,1128,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,1,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,74.8,48.4,59.25,10.45,53.29,60.09,29,45
1129,1129,1129,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,1,MARCELO SPINOLA SCHOOL,58.56,71.99,59.25,24.91,63.1,61.37,71,45
1130,1130,1130,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,1,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,74.8,48.4,59.25,10.45,53.29,60.09,29,45
1131,1131,1131,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,1,MARCELO SPINOLA SCHOOL,82.02,77.12,72.66,63.45,95.65,84.19,71,45
1132,1132,1132,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,1,MARCELO SPINOLA SCHOOL,68.5,48.4,85.06,89.31,43.49,74.25,71,45
1133,1133,1133,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,1,MARCELO SPINOLA SCHOOL,68.5,48.4,85.06,89.31,43.49,74.25,71,45
1134,1134,1134,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,1,MARCELO SPINOLA SCHOOL,58.56,71.99,59.25,24.91,63.1,61.37,71,45
1135,1135,1135,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,1,MARCELO SPINOLA SCHOOL,58.56,71.99,59.25,24.91,63.1,61.37,71,45
1136,1136,1136,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,1,MARCELO SPINOLA SCHOOL,82.02,77.12,72.66,63.45,95.65,84.19,71,45
1137,1137,1137,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,1,MARCELO SPINOLA SCHOOL,68.5,48.4,85.06,89.31,43.49,74.25,71,45
1138,1138,1138,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,1,MARCELO SPINOLA SCHOOL,68.5,48.4,85.06,89.31,43.49,74.25,71,45
1139,1139,1139,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,1,MARCELO SPINOLA SCHOOL,58.56,71.99,59.25,24.91,63.1,61.37,71,45
1140,1140,1140,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,1,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,74.8,48.4,59.25,10.45,53.29,60.09,29,45
1141,1141,1141,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,1,MARCELO SPINOLA SCHOOL,68.5,48.4,85.06,89.31,43.49,74.25,71,45
1142,1142,1142,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,1,MARCELO SPINOLA SCHOOL,82.02,77.12,72.66,63.45,95.65,84.19,71,45
1143,1143,1143,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,1,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,74.8,48.4,59.25,10.45,53.29,60.09,29,45
1144,1144,1144,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,1,MARCELO SPINOLA SCHOOL,68.5,48.4,85.06,89.31,43.49,74.25,71,45
1145,1145,1145,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,1,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,74.8,48.4,59.25,10.45,53.29,60.09,29,45
1146,1146,1146,BACHELOR AGRICULTURAL TECHNOLOGY,College of Agriculture,1,MARCELO SPINOLA SCHOOL,58.56,71.99,59.25,24.91,63.1,61.37,71,45
1147,1147,1147,BS ISLAMIC STUDIES,CAIS,1,NOTRE DAME OF JOLO COLLEGE,86.35,92.88,89.19,14.31,83.75,85.57,9,46
1148,1148,1148,BS ISLAMIC STUDIES,CAIS,1,BALUNO NATIONAL HIGH SCHOOL,47.0,77.12,76.79,89.31,63.1,71.42,103,46
1149,1149,1149,BS ISLAMIC STUDIES,CAIS,1,NOTRE DAME OF BONGAO,55.84,42.05,66.81,75.28,63.1,62.48,1,46
1150,1150,1150,BS ISLAMIC STUDIES,CAIS,1,ARENA BLANCO NATIONAL HIGH SCHOOL,68.5,48.4,44.12,34.54,72.9,61.37,40,46
1151,1151,1151,BS ISLAMIC STUDIES,CAIS,1,SOUTHERN CITY COLLEGES,74.8,90.94,76.79,79.96,53.29,81.43,14,46
1152,1152,1152,BS ISLAMIC STUDIES,CAIS,1,"UNIVERSAL COLLEGE OF SOUTHEAST ASIA AND THE FACIFIC, INC.",76.83,77.12,36.55,10.45,33.69,61.37,64,46
1153,1153,1153,BS ISLAMIC STUDIES,CAIS,1,BALIWASAN SENIOR HIGH SCHOOL - WEST,74.8,94.82,18.75,34.54,53.29,69.19,33,46
1154,1154,1154,BS ISLAMIC STUDIES,CAIS,1,SOUTHERN CITY COLLEGES,52.9,94.82,29.96,70.61,20.6,61.37,14,46
1155,1155,1155,BS ISLAMIC STUDIES,CAIS,1,MERCEDES NATIONAL HIGH SCHOOL,61.05,54.75,29.96,53.82,79.78,60.09,57,46
1156,1156,1156,BS ISLAMIC STUDIES,CAIS,1,WESTERN MINDANAO STATE UNIVERSITY,44.05,77.12,29.96,84.63,53.29,60.09,7,46
1157,1157,1157,BS ISLAMIC STUDIES,CAIS,1,COMPUTER TECHNOLOGY INSTITUTE,63.53,77.12,51.68,84.63,53.29,71.42,17,46
1158,1158,1158,BS ISLAMIC STUDIES,CAIS,1,ZAMBOANGA CITY STATE POLYTECHNIC COLLEGE,47.0,71.99,91.97,24.91,26.06,60.09,20,46
1159,1159,1159,BS ISLAMIC STUDIES,CAIS,1,ZAMBOANGA CITY STATE POLYTECHNIC COLLEGE,58.56,61.11,85.06,79.96,33.69,69.19,20,46
1160,1160,1160,BS ISLAMIC STUDIES,CAIS,1,WESTERN MINDANAO STATE UNIVERSITY,70.75,61.11,51.68,34.54,79.78,66.95,7,46
1161,1161,1161,BS ISLAMIC STUDIES,CAIS,1,BALIWASAN SENIOR HIGH SCHOOL - WEST,70.75,54.75,59.25,44.18,43.49,63.6,33,46
1162,1162,1162,BS ISLAMIC STUDIES,CAIS,1,MERCEDES NATIONAL HIGH SCHOOL,47.0,61.11,76.79,79.96,43.49,63.6,57,46
1163,1163,1163,BS ISLAMIC STUDIES,CAIS,1,BALIWASAN SENIOR HIGH SCHOOL - WEST,82.02,71.99,76.79,84.63,63.1,82.81,33,46
1164,1164,1164,BS ISLAMIC STUDIES,CAIS,1,BALIWASAN SENIOR HIGH SCHOOL - WEST,78.85,77.12,51.68,70.61,26.06,72.43,33,46
1165,1165,1165,BS ISLAMIC STUDIES,CAIS,1,NOTRE DAME OF SIASI,61.05,71.99,59.25,75.28,33.69,65.83,95,46
1166,1166,1166,BS ISLAMIC STUDIES,CAIS,1,BALIWASAN SENIOR HIGH SCHOOL - WEST,61.05,77.12,66.81,53.82,79.78,70.3,33,46
1167,1167,1167,BS ISLAMIC STUDIES,CAIS,1,BALIWASAN SENIOR HIGH SCHOOL - WEST,44.05,66.85,80.93,63.45,53.29,62.48,33,46
1168,1168,1168,BS ASIAN STUDIES,CAIS,1,"BRENT HOSPITAL AND COLLEGES, INC.",74.8,87.4,72.66,63.45,53.29,76.98,16,47
1169,1169,1169,BS ASIAN STUDIES,CAIS,1,NONE,63.53,42.05,59.25,84.63,53.29,65.83,13,47
1170,1170,1170,BS ASIAN STUDIES,CAIS,1,CULIANAN NATIONAL HIGH SCHOOL,63.53,77.12,24.36,84.63,53.29,66.95,30,47
1171,1171,1171,BS ASIAN STUDIES,CAIS,1,WESTERN MINDANAO STATE UNIVERSITY,78.85,77.12,76.79,75.28,87.72,83.5,7,47
1172,1172,1172,BS ASIAN STUDIES,CAIS,1,AMA COMPUTER COLLEGE,61.05,66.85,44.12,63.45,53.29,62.48,66,47
1173,1173,1173,BS ASIAN STUDIES,CAIS,1,WESTERN MINDANAO STATE UNIVERSITY,66.01,61.11,59.25,44.18,43.49,62.48,7,47
1174,1174,1174,BS ASIAN STUDIES,CAIS,1,CULIANAN NATIONAL HIGH SCHOOL,78.85,77.12,59.25,6.59,72.9,69.19,30,47
1175,1175,1175,BS ASIAN STUDIES,CAIS,1,WESTERN MINDANAO STATE UNIVERSITY,47.0,87.4,66.81,84.63,63.1,70.3,7,47
1176,1176,1176,BS ASIAN STUDIES,CAIS,1,AYALA NATIONAL HIGH SCHOOL,72.78,77.12,59.25,63.45,33.69,70.3,5,47
1177,1177,1177,BS ASIAN STUDIES,CAIS,1,CULIANAN NATIONAL HIGH SCHOOL,58.56,71.99,24.36,79.96,63.1,63.6,30,47
1178,1178,1178,BS ASIAN STUDIES,CAIS,1,CABALUAY NATIONAL HIGH SCHOOL,70.75,90.94,76.79,84.63,79.78,82.81,35,47
1179,1179,1179,BS ASIAN STUDIES,CAIS,1,RECODO NATIONAL HIGH SCHOOL,63.53,48.4,66.81,89.31,43.49,68.07,56,47
1180,1180,1180,BS ASIAN STUDIES,CAIS,1,PILAR COLLEGE,61.05,71.99,44.12,18.16,87.72,63.6,3,47
1181,1181,1181,BS ASIAN STUDIES,CAIS,1,SYSTEM TECHNOLOGY INSTITUTE,74.8,66.85,44.12,44.18,72.9,69.19,15,47
1182,1182,1182,BS ASIAN STUDIES,CAIS,1,WESTERN MINDANAO STATE UNIVERSITY,55.84,71.99,36.55,63.45,53.29,60.09,7,47
1183,1183,1183,BS ASIAN STUDIES,CAIS,1,WESTERN MINDANAO STATE UNIVERSITY,66.01,87.4,72.66,44.18,83.75,75.16,7,47
1184,1184,1184,BS ASIAN STUDIES,CAIS,1,NOTRE DAME OF SIASI,70.75,66.85,72.66,18.16,72.9,68.07,95,47
1185,1185,1185,BS ASIAN STUDIES,CAIS,1,SYSTEM TECHNOLOGY INSTITUTE,61.05,30.03,51.68,79.96,79.78,63.6,15,47
1186,1186,1186,BS ASIAN STUDIES,CAIS,1,WESTERN MINDANAO STATE UNIVERSITY,74.8,71.99,24.36,63.45,83.75,71.42,7,47
1187,1187,1187,BS ASIAN STUDIES,CAIS,1,MAHARDIKA INSTITUTE OF TECHNOLOGY,88.66,87.4,85.06,53.82,79.78,87.64,89,47
1188,1188,1188,BS ASIAN STUDIES,CAIS,1,CLARET HIGH SCHOOL ZAMBOANGA,83.47,71.99,36.55,10.45,87.72,72.43,4,47
1189,1189,1189,BS ASIAN STUDIES,CAIS,1,CULIANAN NATIONAL HIGH SCHOOL,58.56,87.4,24.36,34.54,63.1,60.09,30,47
1190,1190,1190,BS ASIAN STUDIES,CAIS,1,NONE,70.75,71.99,72.66,75.28,87.72,78.81,13,47
1191,1191,1191,BS ASIAN STUDIES,CAIS,1,CLARET SCHOOL OF LAMITAN,63.53,61.11,51.68,24.91,63.1,60.09,50,47
1192,1192,1192,BS ASIAN STUDIES,CAIS,1,SOUTHERN CITY COLLEGES,76.83,48.4,80.93,44.18,43.49,70.3,14,47
1193,1193,1193,BS NURSING,CN,0,WESTERN MINDANAO STATE UNIVERSITY,78.85,90.94,76.79,79.96,72.9,84.19,7,0
1194,1194,1194,BS NURSING,CN,0,WESTERN MINDANAO STATE UNIVERSITY,96.52,92.88,76.79,63.45,72.9,92.51,7,0
1195,1195,1195,BS NURSING,CN,0,CLARET HIGH SCHOOL ZAMBOANGA,94.11,92.88,93.41,63.45,79.78,93.22,4,0
1196,1196,1196,BS NURSING,CN,0,BALIWASAN SENIOR HIGH SCHOOL - WEST,88.66,82.26,76.79,44.18,98.81,89.17,33,0
1197,1197,1197,BS NURSING,CN,0,ATENEO DE ZAMBOANGA UNIVERSITY,91.83,82.26,85.06,79.96,98.81,93.53,19,0
1198,1198,1198,BS NURSING,CN,0,WESTERN MINDANAO STATE UNIVERSITY,98.41,82.26,94.84,34.54,83.75,94.79,7,0
1199,1199,1199,BS NURSING,CN,0,REGIONAL SCIENCE HIGH SCHOOL,83.47,87.4,72.66,79.96,87.72,86.95,11,0
1200,1200,1200,BS NURSING,CN,0,WESTERN MINDANAO STATE UNIVERSITY,97.39,98.7,80.93,99.2,97.87,98.69,7,0
1201,1201,1201,BS NURSING,CN,0,WESTERN MINDANAO STATE UNIVERSITY,78.85,87.4,80.93,93.38,72.9,86.95,7,0
1202,1202,1202,BS NURSING,CN,0,WESTERN MINDANAO STATE UNIVERSITY,80.58,54.75,36.55,10.45,43.49,60.09,7,0
1203,1203,1203,BS NURSING,CN,0,NOTRE DAME OF JOLO COLLEGE,92.71,92.88,85.06,89.31,83.75,93.53,9,0
1204,1204,1204,BS NURSING,CN,0,NONE,91.83,94.82,98.86,95.71,91.68,97.09,13,0
1205,1205,1205,BS NURSING,CN,0,ATENEO DE ZAMBOANGA UNIVERSITY,94.81,92.88,91.97,92.22,87.72,95.73,19,0
1206,1206,1206,BS NURSING,CN,0,ATENEO DE ZAMBOANGA UNIVERSITY,89.71,92.88,89.19,94.54,83.75,93.85,19,0
1207,1207,1207,BS NURSING,CN,0,NOTRE DAME OF JOLO COLLEGE,94.81,92.88,72.66,34.54,83.75,90.13,9,0
1208,1208,1208,BS NURSING,CN,0,AYALA NATIONAL HIGH SCHOOL,78.85,87.4,44.12,34.54,43.49,71.42,5,0
1209,1209,1209,BS NURSING,CN,0,SAINT PAUL SCHOOL,88.66,90.94,89.19,53.82,95.65,90.6,131,0
1210,1210,1210,BS NURSING,CN,0,BALIWASAN SENIOR HIGH SCHOOL - WEST,80.58,87.4,89.19,44.18,79.78,83.5,33,0
1211,1211,1211,BS NURSING,CN,0,COMPUTER TECHNOLOGY INSTITUTE,96.95,96.76,76.79,97.62,79.78,96.72,17,0
1212,1212,1212,BS NURSING,CN,0,"BRENT HOSPITAL AND COLLEGES, INC.",89.71,71.99,80.93,75.28,95.65,89.65,16,0
1213,1213,1213,BS NURSING,CN,0,ATENEO DE ZAMBOANGA UNIVERSITY,52.9,61.11,51.68,84.63,72.9,65.83,19,0
1214,1214,1214,BS NURSING,CN,0,REGIONAL SCIENCE HIGH SCHOOL,99.74,96.76,99.43,95.71,97.87,99.68,11,0
1215,1215,1215,BS NURSING,CN,0,MAHARDIKA INSTITUTE OF TECHNOLOGY,78.85,87.4,59.25,84.63,83.75,83.5,89,0
1216,1216,1216,BS NURSING,CN,0,SOUTHERN CITY COLLEGES,99.42,99.7,98.58,95.71,91.68,99.36,14,0
1217,1217,1217,BS NURSING,CN,0,PILAR COLLEGE,86.35,94.82,89.19,63.45,53.29,87.64,3,0
1218,1218,1218,BS CRIMINOLOGY,CCJE,0,SOUTHERN CITY COLLEGES,87.6,71.99,72.66,14.31,91.68,81.43,14,1
1219,1219,1219,BS CRIMINOLOGY,CCJE,0,LOYOLA HIGH SCHOOL,61.05,61.11,51.68,63.45,43.49,61.37,110,1
1220,1220,1220,BS CRIMINOLOGY,CCJE,0,LAPAK NATIONAL SCHOOL OF FISHERIES,37.99,71.99,76.79,53.82,72.9,61.37,132,1
1221,1221,1221,BS CRIMINOLOGY,CCJE,0,"BRENT HOSPITAL AND COLLEGES, INC.",95.51,92.88,99.43,98.29,83.75,98.31,16,1
1222,1222,1222,BS CRIMINOLOGY,CCJE,0,SYSTEM TECHNOLOGY INSTITUTE,86.35,71.99,44.12,84.63,79.78,82.81,15,1
1223,1223,1223,BS CRIMINOLOGY,CCJE,0,AYALA NATIONAL HIGH SCHOOL,55.84,82.26,66.81,44.18,33.69,62.48,5,1
1224,1224,1224,BS CRIMINOLOGY,CCJE,0,AYALA NATIONAL HIGH SCHOOL,70.75,92.88,85.06,75.28,72.9,82.81,5,1
1225,1225,1225,BS CRIMINOLOGY,CCJE,0,CULIANAN NATIONAL HIGH SCHOOL,80.58,87.4,51.68,75.28,63.1,79.72,30,1
1226,1226,1226,BS CRIMINOLOGY,CCJE,0,WESTERN MINDANAO STATE UNIVERSITY,76.83,54.75,44.12,95.71,72.9,78.81,7,1
1227,1227,1227,BS CRIMINOLOGY,CCJE,0,ATENEO DE ZAMBOANGA UNIVERSITY,93.41,87.4,76.79,84.63,33.69,89.17,19,1
1228,1228,1228,BS CRIMINOLOGY,CCJE,0,SOUTHERN CITY COLLEGES,68.5,98.7,36.55,44.18,79.78,75.16,14,1
1229,1229,1229,BS CRIMINOLOGY,CCJE,0,NONE,93.41,90.94,66.81,44.18,95.65,90.13,13,1
1230,1230,1230,BS CRIMINOLOGY,CCJE,0,ATENEO DE ZAMBOANGA UNIVERSITY,90.77,92.88,51.68,84.63,63.1,88.22,19,1
1231,1231,1231,BS CRIMINOLOGY,CCJE,0,NONE,66.01,82.26,85.06,34.54,43.49,71.42,13,1
1232,1232,1232,BS CRIMINOLOGY,CCJE,0,SOUTHERN CITY COLLEGES,55.84,42.05,76.79,75.28,87.72,69.19,14,1
1233,1233,1233,BS CRIMINOLOGY,CCJE,0,SYSTEM TECHNOLOGY INSTITUTE,78.85,82.26,29.96,34.54,79.78,72.43,15,1
1234,1234,1234,BS CRIMINOLOGY,CCJE,0,CLARET HIGH SCHOOL ZAMBOANGA,76.83,82.26,59.25,94.54,91.68,86.26,4,1
1235,1235,1235,BS CRIMINOLOGY,CCJE,0,SOUTHERN CITY COLLEGES,74.8,61.11,13.15,63.45,72.9,64.72,14,1
1236,1236,1236,BS CRIMINOLOGY,CCJE,0,SOUTHERN CITY COLLEGES,66.01,61.11,59.25,79.96,53.29,69.19,14,1
1237,1237,1237,BS CRIMINOLOGY,CCJE,0,SOUTHERN CITY COLLEGES,82.02,87.4,36.55,14.31,20.6,65.83,14,1
1238,1238,1238,BS CRIMINOLOGY,CCJE,0,SYSTEM TECHNOLOGY INSTITUTE,78.85,87.4,76.79,53.82,79.78,81.43,15,1
1239,1239,1239,BS CRIMINOLOGY,CCJE,0,BALIWASAN SENIOR HIGH SCHOOL - WEST,68.5,54.75,36.55,63.45,72.9,64.72,33,1
1240,1240,1240,BS CRIMINOLOGY,CCJE,0,UNIVERSIDAD DE ZAMBOANGA,55.84,66.85,59.25,34.54,63.1,60.09,28,1
1241,1241,1241,BS CRIMINOLOGY,CCJE,0,IMMACULATE CONCEPTION ARCHDIOCESAN SCHOOL,88.66,94.82,93.41,92.22,83.75,93.85,6,1
1242,1242,1242,BS CRIMINOLOGY,CCJE,0,ATENEO DE ZAMBOANGA UNIVERSITY,90.77,92.88,80.93,89.31,87.72,92.9,19,1
1243,1243,1243,BS BIOLOGY,CSM,0,PILAR COLLEGE,82.02,87.4,76.79,75.28,95.65,87.64,3,2
1244,1244,1244,BS BIOLOGY,CSM,0,CLARET COLLEGE OF ISABELA,83.47,90.94,51.68,44.18,87.72,82.12,22,2
1245,1245,1245,BS BIOLOGY,CSM,0,KIPIT AGRO FISHERY HIGH SCHOOL,96.95,82.26,72.66,79.96,63.1,92.03,133,2
1246,1246,1246,BS BIOLOGY,CSM,0,IMMACULATE CONCEPTION ARCHDIOCESAN SCHOOL,90.77,48.4,59.25,70.61,26.06,76.98,6,2
1247,1247,1247,BS BIOLOGY,CSM,0,SAINT JOSEPH SCHOOL,94.11,92.88,93.41,75.28,72.9,93.53,26,2
1248,1248,1248,BS BIOLOGY,CSM,0,WESTERN MINDANAO STATE UNIVERSITY,63.53,54.75,76.79,14.31,63.1,61.37,7,2
1249,1249,1249,BS BIOLOGY,CSM,0,UNIVERSIDAD DE ZAMBOANGA SENIOR HIGH SCHOOL,74.8,61.11,98.86,63.45,53.29,82.12,8,2
1250,1250,1250,BS BIOLOGY,CSM,0,WESTERN MINDANAO STATE UNIVERSITY,94.81,54.75,76.79,89.31,87.72,91.08,7,2
1251,1251,1251,BS BIOLOGY,CSM,0,COMPUTER TECHNOLOGY INSTITUTE,70.75,92.88,44.12,75.28,87.72,79.72,17,2
1252,1252,1252,BS BIOLOGY,CSM,0,CLARET COLLEGE OF ISABELA,90.77,77.12,72.66,53.82,72.9,84.88,22,2
1253,1253,1253,BS BIOLOGY,CSM,0,MSU - TAWI-TAWI COLLEGE OF TECHNOLOGY & OCEANOGRAPHY,86.35,92.88,85.06,84.63,72.9,89.65,63,2
1254,1254,1254,BS BIOLOGY,CSM,0,ZAMBOANGA A.E. COLLEGES,78.85,77.12,72.66,53.82,53.29,76.07,129,2
1255,1255,1255,BS BIOLOGY,CSM,0,IMMACULATE CONCEPTION ARCHDIOCESAN SCHOOL,70.75,66.85,59.25,44.18,79.78,70.3,6,2
1256,1256,1256,BS BIOLOGY,CSM,0,SOUTHERN CITY COLLEGES,90.77,82.26,85.06,84.63,72.9,90.13,14,2
1257,1257,1257,BS BIOLOGY,CSM,0,TALUSAN NATIONAL HIGH SCHOOL,93.41,92.88,98.86,97.62,63.1,96.72,134,2
1258,1258,1258,BS BIOLOGY,CSM,0,ATENEO DE ZAMBOANGA UNIVERSITY,87.6,87.4,89.19,89.31,83.75,91.08,19,2
1259,1259,1259,BS BIOLOGY,CSM,0,SOUTHERN CITY COLLEGES,94.11,82.26,89.19,75.28,63.1,91.08,14,2
1260,1260,1260,BS BIOLOGY,CSM,0,CLARET HIGH SCHOOL ZAMBOANGA,84.91,94.82,59.25,89.31,72.9,87.64,4,2
1261,1261,1261,BS BIOLOGY,CSM,0,IMMACULATE CONCEPTION ARCHDIOCESAN SCHOOL,83.47,66.85,66.81,44.18,72.9,76.98,6,2
1262,1262,1262,BS BIOLOGY,CSM,0,NONE,90.77,87.4,66.81,94.54,4.24,85.57,13,2
1263,1263,1263,BS BIOLOGY,CSM,0,NONE,63.53,61.11,76.79,79.96,63.1,72.43,13,2
1264,1264,1264,BS BIOLOGY,CSM,0,SYSTEM TECHNOLOGY INSTITUTE,74.8,61.11,76.79,84.63,87.72,81.43,15,2
1265,1265,1265,BS BIOLOGY,CSM,0,WESTERN MINDANAO STATE UNIVERSITY,68.5,61.11,66.81,75.28,33.69,68.07,7,2
1266,1266,1266,BS BIOLOGY,CSM,0,PILAR COLLEGE,78.85,35.7,94.84,14.31,53.29,71.42,3,2
1267,1267,1267,BS BIOLOGY,CSM,0,WESTERN MINDANAO STATE UNIVERSITY,66.01,77.12,44.12,53.82,63.1,66.95,7,2
1268,1268,1268,BACHELOR OF SECONDARY EDUCATION,CTE,0,MABUHAY-ESU,58.56,94.82,66.81,95.71,63.1,81.43,46,3
1269,1269,1269,BACHELOR OF SECONDARY EDUCATION,CTE,0,SANGALI NATIONAL HIGH SCHOOL,91.83,94.82,93.41,84.63,87.72,94.48,32,3
1270,1270,1270,BACHELOR OF SECONDARY EDUCATION,CTE,0,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,92.71,71.99,97.72,89.31,79.78,93.53,29,3
1271,1271,1271,BACHELOR OF SECONDARY EDUCATION,CTE,0,AVE MARIA ACADEMY,98.9,82.26,89.19,84.63,63.1,95.73,135,3
1272,1272,1272,BACHELOR OF SECONDARY EDUCATION,CTE,0,COMPUTER TECHNOLOGY INSTITUTE,86.35,82.26,91.97,70.61,87.72,89.17,17,3
1273,1273,1273,BACHELOR OF SECONDARY EDUCATION,CTE,0,NOTHERN CHRISTIAN COLLEGE,87.6,87.4,91.97,92.22,79.78,91.56,136,3
1274,1274,1274,BACHELOR OF SECONDARY EDUCATION,CTE,0,MERCEDES NATIONAL HIGH SCHOOL,96.52,87.4,76.79,70.61,87.72,93.22,57,3
1275,1275,1275,BACHELOR OF SECONDARY EDUCATION,CTE,0,WESTERN MINDANAO STATE UNIVERSITY,93.41,90.94,96.28,75.28,87.72,94.48,7,3
1276,1276,1276,BACHELOR OF SECONDARY EDUCATION,CTE,0,BALIWASAN SENIOR HIGH SCHOOL - WEST,82.02,87.4,85.06,75.28,79.78,86.26,33,3
1277,1277,1277,BACHELOR OF SECONDARY EDUCATION,CTE,0,UNIVERSIDAD DE ZAMBOANGA,92.71,66.85,66.81,84.63,53.29,86.26,28,3
1278,1278,1278,BACHELOR OF SECONDARY EDUCATION,CTE,0,ATENEO DE ZAMBOANGA UNIVERSITY,93.41,92.88,93.41,70.61,83.75,93.53,19,3
1279,1279,1279,BACHELOR OF SECONDARY EDUCATION,CTE,0,ZAMBOANGA CHONG HUA HIGH SCHOOL,91.83,35.7,97.72,24.91,72.9,84.88,10,3
1280,1280,1280,BACHELOR OF SECONDARY EDUCATION,CTE,0,AYALA NATIONAL HIGH SCHOOL,96.52,87.4,89.19,89.31,91.68,95.73,5,3
1281,1281,1281,BACHELOR OF SECONDARY EDUCATION,CTE,0,NONE,82.02,71.99,93.41,94.54,79.78,89.65,13,3
1282,1282,1282,BACHELOR OF SECONDARY EDUCATION,CTE,0,BALIWASAN SENIOR HIGH SCHOOL - WEST,87.6,98.7,76.79,53.82,91.68,90.13,33,3
1283,1283,1283,BACHELOR OF SECONDARY EDUCATION,CTE,0,AMA COMPUTER COLLEGE,78.85,61.11,72.66,70.61,87.72,79.72,66,3
1284,1284,1284,BACHELOR OF SECONDARY EDUCATION,CTE,0,GODOD NATIONAL HIGH SCHOOL,83.47,35.7,80.93,75.28,79.78,79.72,137,3
1285,1285,1285,BACHELOR OF SECONDARY EDUCATION,CTE,0,TUNGAWAN - ESU,94.81,54.75,91.97,89.31,91.68,93.22,101,3
1286,1286,1286,BACHELOR OF SECONDARY EDUCATION,CTE,0,SOUTHERN CITY COLLEGES,92.71,98.7,85.06,94.54,91.68,95.98,14,3
1287,1287,1287,BS SOCIAL WORK,CSWCD,0,IMELDA-ESU,72.78,66.85,51.68,75.28,79.78,74.25,21,4
